AURA_BOOST_DRAIN_PER	Absorción adicional +%d%%
DETAILS_TOOLTIP_36	Fuerza contra Guerreros: causa más daño a Guerreros.
DETAILS_TOOLTIP_37	Fuerza contra Ninjas: causa más daño a Ninjas.
DETAILS_TOOLTIP_38	Fuerza contra Suras: causa más daño a Suras.
DETAILS_TOOLTIP_39	Fuerza contra Chamanes: causa más daño a Chamanes.
DETAILS_TOOLTIP_4	Fuerza contra muertos vivientes: causa más daño a muertos vivientes.
DETAILS_TOOLTIP_40	Fuerza contra Lícanos: causa más daño a Lícanos.
DETAILS_TOOLTIP_41	Probabilidad de defensa contra ataques de Guerreros: reduce el daño que se sufre por parte de Guerreros.
DETAILS_TOOLTIP_42	Probabilidad de defensa contra ataques de Ninjas: reduce el daño que se sufre por parte de Ninjas.
DETAILS_TOOLTIP_43	Probabilidad de defensa contra ataques de Suras: reduce el daño que se sufre por parte de Suras.
DETAILS_TOOLTIP_44	Probabilidad de defensa contra ataques de Chamanes: reduce el daño que se sufre por parte de Chamanes.
DETAILS_TOOLTIP_45	Probabilidad de defensa contra ataques de Lícanos: reduce el daño que se sufre por parte de Lícanos.
DETAILS_TOOLTIP_46	Reduce el daño que causa una espada.
DETAILS_TOOLTIP_47	Reduce el daño que causa un arma a dos manos.
DETAILS_TOOLTIP_48	Reduce el daño que causa una daga.
DETAILS_TOOLTIP_49	Reduce el daño que causa una garra.
DETAILS_TOOLTIP_5	Fuerza contra monstruos: causa más daño a monstruos.
DETAILS_TOOLTIP_50	Reduce el daño que provoca una campana.
DETAILS_TOOLTIP_51	Reduce el daño que provoca un abanico.
DETAILS_TOOLTIP_52	Reduce el daño que provocan un arco y flechas.
DETAILS_TOOLTIP_53	Aumenta la probabilidad de hacer desmayar a un enemigo.
DETAILS_TOOLTIP_54	Aumenta la probabilidad de ralentizar a un enemigo.
DETAILS_TOOLTIP_55	Aumenta la probabilidad de envenenar a un enemigo.
DETAILS_TOOLTIP_56	Reduce el daño que provoca el veneno.
DETAILS_TOOLTIP_57	Aumenta la probabilidad de lograr un ataque de sangrado.
DETAILS_TOOLTIP_58	Resistencia a ataque de sangrado: reduce el daño que provoca un ataque de sangrado.
DETAILS_TOOLTIP_59	Absorbe HP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_6	Fuerte contra monstruos del zodíaco: causa más daño a monstruos del zodíaco.
DETAILS_TOOLTIP_80	Fuerza contra Piedras Metin: causa más daño a Piedras Metin.
DETAILS_TOOLTIP_81	Fuerza contra Jefes: causa más daño a Jefes
DETAILS_TOOLTIP_60	Absorbe SP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_61	Acelera la regeneración de tus puntos de vida.
DETAILS_TOOLTIP_62	Acelera la regeneración de tus puntos de maná.
DETAILS_TOOLTIP_63	Probabilidad de bloquear un ataque cuerpo a cuerpo: aumenta la probabilidad de evadir un ataque cuerpo a cuerpo.
DETAILS_TOOLTIP_64	Probabilidad de evitar flechas: aumenta la probabilidad de evadir el ataque con flechas o a distancia de un monstruo.
DETAILS_TOOLTIP_65	Probabilidad de reflectar golpes cuerpo a cuerpo: se devuelve una parte del daño cuerpo a cuerpo al enemigo.
DETAILS_TOOLTIP_66	Restauración de HP al matar: cuando matas a un enemigo, aumentan tus puntos de vida.
DETAILS_TOOLTIP_67	Restauración de SP al matar: cuando matas a un enemigo, aumentan tus puntos de maná.
DETAILS_TOOLTIP_68	Probabilidad de obtener experiencia doble: aumenta la probabilidad de conseguir una bonificación de EXP cuando derrotas a tu enemigo.
DETAILS_TOOLTIP_69	Probabilidad de obtener el doble de Yang: aumenta tu probabilidad de recibir la cantidad doble de maná.
DETAILS_TOOLTIP_7	Fuerza contra animales: causa más daño a animales salvajes.
DETAILS_TOOLTIP_70	Probabilidad de obtener objetos: aumenta la probabilidad de conseguir el doble de objetos.
DETAILS_TOOLTIP_71	Aumenta tu valor de ataque.
DETAILS_TOOLTIP_72	Aumenta tu valor de defensa.
DETAILS_TOOLTIP_73	Incrementa la ganancia de experiencia.
DETAILS_TOOLTIP_74	Probabilidad de botín de objetos: aumenta la probabilidad de conseguir objetos.
DETAILS_TOOLTIP_75	Probabilidad de botín de Yang: aumenta tu probabilidad de conseguir más Yang.
DETAILS_TOOLTIP_76	Reduce el daño que sufres por un ataque mágico.
DETAILS_TOOLTIP_77	Reduce la resistencia a magia de tu enemigo.
DETAILS_TOOLTIP_8	Fuerza contra esotéricos: causa más daño a esotéricos.
DETAILS_TOOLTIP_9	Fuerza contra demonios: causa más daño a demonios.
DETAILS_TOOLTIP_ATTBONUS_BELL	Fractura de defensa de campana: reduce la defensa de campana de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_BOW	Fractura de defensa de flecha: reduce la defensa de flecha de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_CLAW	Fractura de defensa de garra: reduce la defensa de garra de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_DAGGER	Fractura de defensa de daga: reduce la defensa de daga de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_FAN	Fractura de defensa de abanico: reduce la defensa de abanico de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_SWORD	Fractura de defensa de espada: reduce la defensa de espada de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_TWOHAND	Fractura de defensa de arma a dos manos: reduce la defensa de arma a dos manos de tu enemigo.
DETAILS_TOOLTIP_RESIST_MOUNT_FALL	Resistencia contra caída: reduce la probabilidad de que caigas de tu montura.
DONT_USE_ITEM_WHEN_SHOW_CONFIRM	Vous ne pouvez pas déplacer d'objets pendant une requête.
DO_YOU_BUY_ITEM1	Voulez-vous acheter %s pour %s Yangs ?
DO_YOU_BUY_ITEM2	Voulez-vous acheter %s (%s unités) pour %s Yangs ?
DO_YOU_BUY_ITEM3	Souhaitez-vous acheter %s pour %s Wons et %s Yangs ?
DO_YOU_BUY_ITEM4	Souhaitez-vous acheter %s (%s unités) pour %s Wons et %s Yangs ?
DO_YOU_DROP_MONEY	Voulez-vous abandonner %d Yangs ?
DO_YOU_SELL_ITEM1	Voulez-vous vendre %s pour %s Yangs ?
DO_YOU_SELL_ITEM2	Voulez-vous vendre %s (%s unités) pour %s Yangs ?
DRAGON_SOUL_CANNOT_REFINE	Vous ne pouvez pas raffiner cette pierre-dragon.
DRAGON_SOUL_CANNOT_REFINE_MORE	Cette pierre-dragon a déjà atteint le niveau le plus élevé.
DRAGON_SOUL_EQUIP_WARNING1	Il est difficile de dessertir une pierre-dragon.
DRAGON_SOUL_EQUIP_WARNING2	Souhaitez-vous tout de même continuer ?
DRAGON_SOUL_EXPIRED	Pierre-dragon vidée
DRAGON_SOUL_INVALID_DRAGON_SOUL	C'est la mauvaise pierre-dragon.
DRAGON_SOUL_IS_NOT_DRAGON_SOUL	Ce n'est pas une pierre-dragon.
DRAGON_SOUL_NOT_DRAGON_SOUL_REFINE_STONE	Ce n'est pas la bonne pierre-dragon.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL	Vous n'avez pas suffisamment de matériel pour un raffinage.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL2	Votre %s\n requiert : %s %dx.
DRAGON_SOUL_NOT_ENOUGH_MONEY	Pas assez de Yangs pour modifier le bonus.
DRAGON_SOUL_NOT_MATCHED_SLOT	La pierre-dragon ne rentre pas dans cet emplacement.
DRAGON_SOUL_STEP_LEVEL1	Pureté : mate.
DRAGON_SOUL_STEP_LEVEL2	Pureté : claire.
DRAGON_SOUL_STEP_LEVEL3	Pureté : pure à la loupe.
DRAGON_SOUL_STEP_LEVEL4	Pureté : brillante.
DRAGON_SOUL_STEP_LEVEL5	Pureté : excellente.
DRAGON_SOUL_STRENGTH	Niveau : +%d	SA
DRAGON_SOUL_UNEQUIP_WARNING1	La pierre-dragon risque d'être détruite.
DRAGON_SOUL_UNEQUIP_WARNING2	Souhaitez-vous tout de même continuer ?
DRAGON_SOUL_UNMATCHED_SLOT	C'est le mauvais emplacement.
DRAGON_SOUL_UNQUALIFIED	Vous ne pouvez pas encore utiliser l'alchimie des pierres-dragons.
DROP_ITEM_FAILURE_EQUIP_ITEM	Vous ne pouvez pas abandonner un objet équipé.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Vous ne pouvez pas abandonner d'objet pendant que votre magasin privé est ouvert.
DROP_MONEY_FAILURE_1000_OVER	Vous ne pouvez abandonner qu'un maximum de 999 Yangs.
EMOTION_ANGRY	Contrarié
EMOTION_ATTRACTIVE	Séduction
EMOTION_BANTER	Moqueur
EMOTION_CHEERS_1	Jubilation 1
EMOTION_CHEERS_2	Jubilation 2
EMOTION_CHEERUP	Jubilation
EMOTION_CHOOSE_ONE	Choisissez une cible.
EMOTION_CLAP	Applaudissements
EMOTION_CLAP_KISS	Bise
EMOTION_CONGRATULATION	Approbation
EMOTION_DANCE_1	Danse 1
EMOTION_DANCE_2	Danse 2
EMOTION_DANCE_3	Danse 3
EMOTION_DANCE_4	Danse 4
EMOTION_DANCE_5	Danse 5
EMOTION_DANCE_6	Gumsan Style
EMOTION_FORGIVE	Affetme
EMOTION_FRENCH_KISS	Beso Francés
EMOTION_JOY	Alegría
EMOTION_SAD	Tristeza
EMOTION_SHY	Rejeitar
EMOTION_SIREN	Sirene
EMOTION_SLAP	Golpe
EMPIRE_A	Reino Shinsoo
EMPIRE_B	Reino Chunjo
EMPIRE_C	Reino Jinno
TOOLTIP_DS_SET	Effet de lot DSS	SNA
EMPIRE_SELECT	Seleccione
EMPIRE_SELECT_MODE	Sélectionnez le royaume
EMOTION_PUSH_UP	Flexiones
EMOTION_DANCE_7	Danza 7
EMOTION_EXERCISE	Calentar
EMOTION_DOZE	Sueño
EMOTION_SELFIE	Selfie
EMOTION_CHARGING	Bateria
EMOTION_NOSAY	Sin palabras
EMOTION_WEATHER_1	Sol
EMOTION_WEATHER_2	Arco Iris
EMOTION_WEATHER_3	Luna
EMOTION_HUNGRY	Hambre
EMOTION_ALCOHOL	Salud
EMOTION_CALL	Llamada
EMOTION_CELEBRATION	Fiesta
EMOTION_LETTER	Carte de amor
EMOTION_BUSY	Estres
EMOTION_WHIRL	Confuz
EMOJI_CHARACTER_STATS_ADD	|Eemoji/key_ctrl|e + |Eemoji/key_lclick|e - Ajouter x10
CHARACTER_CREATE_MALE	Erkek
CHARACTER_CREATE_FEMALE	Kadýn
CHARACTER_CREATE_APPEARANCE1	Görünüm 1
CHARACTER_CREATE_APPEARANCE2	Görünüm 2
INTRO_SELECT_LEVEL	Lv. %d
EXCHANGE_CANNOT_GIVE	Cet objet ne peut pas être échangé.
EXCHANGE_CANT_EDIT_MONEY	Vous ne pouvez pas échanger cette somme pour le moment.
EXCHANGE_FAILURE_EQUIP_ITEM	Vous ne pouvez pas échanger un objet équipé.
EXCHANGE_MONEY	Somme
EXCHANGE_TITLE	Échanger avec %s (%d)
EXINVEN_USE_ITEM_FAIL_FALL_SHORT	Il vous faut encore %d extension(s) d'inventaire.
EXINVEN_USE_ITEM_FAIL_FOURTH_PAGE_STAGE_MAX	Votre inventaire ne peut plus accueillir de nouvelles extensions.
EXINVEN_USE_ITEM_QUESTION	Souhaitez-vous agrandir votre inventaire avec %d extensions d'inventaire ?
FISHING_FAILURE	Vous perdez l'appât.
FISHING_NOTIFY1	Il semble que %s ait mordu.
FISHING_NOTIFY2	Il semble que %s a/ont été attrapé(s).
FISHING_RENEWAL_CANNOT_EMOTION	Vous ne pouvez pas utiliser d'émotions pendant que vous pêchez.
FISHING_RENEWAL_CANNOT_OPEN_1	Vous ne pouvez pas l'ouvrir pendant que vous pêchez.
FISHING_RENEWAL_CANNOT_OPEN_2	Vous ne pouvez pas effectuer cette action pendant que vous pêchez.
FISHING_RENEWAL_QUESTION	Un poisson a mordu à l'hameçon. Voulez-vous le remonter ?
FISHING_RENEWAL_TIMEOUT	Vous avez hésité trop longtemps. Le poisson s'est enfui.
FISHING_SUCCESS1	Vous avez capturé %s!
FISHING_SUCCESS2	Vous avez tiré %s hors de l'eau !
FISHING_UNKNOWN	Ça a mordu, mais vous ignorez ce qu'il y a au bout de la ligne.
FISHING_WRONG_PLACE	Je ne peux pas pêcher ici.
FLOWER_EVENT_USE_ITEM_TEXT1	Voulez-vous remplacer l'effet actif ?
FLOWER_EVENT_USE_ITEM_TEXT2	La tentative peut échouer et la fleur se fane.
FOR_FEMALE	pour Femme
FOR_MALE	pour Homme
FRAGMENT_COMB_COST	Coûts de fusion : %s
GAME_CANNOT_MINING	Vous ne pouvez pas extraire de minerai en étant à cheval.
GAME_CANNOT_PICK_ITEM	Vous ne pouvez pas ramasser cet objet, car vous ne l'avez pas gagné.
GAME_GUILDWAR_NOW_JOIN	Voulez-vous participer à la guerre de guilde ?
GAME_INIT_ERROR_CURSOR	Le curseur n'a pas pu être établi.
GAME_INIT_ERROR_DIRECTX	DirectX 8.1 doit être installé afin que le jeu fonctionne.\nInstallez DirectX 8.1 ou une version supérieure.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	Aucune caractéristique graphique n'a été trouvée.\nVérifiez que votre carte VGA est correctement installée.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Les caractéristiques graphiques n'ont pas pu être établies.\nVérifiez que vous possédez bien une carte VGA.\nAutrement, vous pouvez activer l'accélération matérielle.\n(Placez le curseur Accélération matérielle sur Complète\nPanneau de configuration->Affichage->Paramètres->Avancés->onglet Dépannage)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	La carte graphique de l'ordinateur ne supporte le mode fenêtre en Mode 32bit.\nPassez en Mode 16bit ou utilisez le mode plein écran.
GAME_INIT_ERROR_ITEM_PROTO	Pas de données d'objets.\nVeuillez réinstaller le jeu.
GAME_INIT_ERROR_MAIN_WINDOW	Mainframe n'a pu être établi.
GAME_INIT_ERROR_MOB_PROTO	Pas de données de monstres.\nVeuillez réinstaller le jeu.
GAME_INIT_ERROR_NETWORK	Les caractéristiques Network n'ont pu être établies.\nVérifiez votre installation internet.
GAME_PICK_MONEY	Vous avez reçu %d Yangs.
GUILDBANK_CLEARBANK	Attention : l'entrepôt de guilde doit être vide !
GUILDBANK_DONT_MONEY_OUT	Vous n'avez aucun Yang dans la banque de guilde !
GUILDBANK_GOLD_IN	Versement
GUILDBANK_GOLD_OUT	Paiement
GUILDBANK_ITEM_IN	Entreposer
GUILDBANK_ITEM_OUT	Sortir
GUILDBANK_MONEYIN	Verser des Yangs
GUILDBANK_MONEYOUT	Prélever des Yangs
GUILDBANK_NOTUSE	Vous n'avez pas les droits.
GUILDBANK_NOT_ENOUGH_MONEY	Vous n'avez pas assez de Yangs pour ce versement.
GUILDBANK_OVER_INCOME	Limite de solde atteinte.
GUILDBANK_OVER_MONEY	Le compte de guilde est plein.
GUILDLAND_ABANDON	Abandonner le terrain de guilde
GUILDLAND_ABANDON_VOTE	Abandonar el terreno de tu gremio [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	Se ha abandonado el terreno del gremio [%s].
GUILDLAND_ABANDON_VOTE_RESULT2	Se ha abandonado el terreno del gremio.
GUILDLAND_ABANDON_VOTE_RESULT3	Resultado de la encuesta:
GUILDLAND_ABANDON_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_ABANDON_VOTE_TEXT	¿De verdad quieres iniciar la encuesta?
GUILDLAND_ABANDON_VOTE_TEXT1	¿Estás a favor de abandonar el terreno del gremio?
GUILDLAND_ACCEPT	Oui
GUILDLAND_DEAL	Vender terreno del gremio
GUILDLAND_DEAL_TEXT1	El gremio [%s] desea vender su
GUILDLAND_DEAL_TEXT2	terreno por [%s] Yang.
GUILDLAND_DEAL_TEXT3	¿Aceptas la oferta?
GUILDLAND_DELA_VOTE	El gremio [%s] quiere comprar nuestro terreno del gremio.
GUILDLAND_DELA_VOTE_RESULT1	Venta de terreno al gremio [%s]
GUILDLAND_DELA_VOTE_RESULT2	La encuesta ha finalizado.
GUILDLAND_DELA_VOTE_RESULT3	Resultado de la encuesta sobre venta de terreno:
GUILDLAND_DELA_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_DELA_VOTE_TEXT	¿A qué gremio quieres venderle tu terreno?
GUILDLAND_DELA_VOTE_TEXT1	¿Estás a favor de vender el terreno del gremio?
GUILDLAND_DONTHAVE_LAND	Vous ne possédez pas de terrain de guilde.
GUILDLAND_NOT	Non
GUILDLAND_VOTE_TEXT	¿Quieres darle el terreno a [%s]?
GUILDLIST_APPLICANT	Souhaitez-vous déposer votre candidature ?
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	La hauteur est inférieure à 12 Pixels.
GUILDMARK_UPLOADER_ERROR_16_WIDTH	La largeur est supérieure à 16 Pixels.
GUILDMARK_UPLOADER_ERROR_64_WIDTH	La largeur est inférieure à 64 Pixels.
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	La hauteur est supérieure à 128 Pixels.
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Le jeu ne supporte pas cette image..
GUILDMARK_UPLOADER_ERROR_PATH	Déplacez cette donnée dans le dossier metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	Aucun fichier image choisi.
GUILDVOTE_CHANGEMASTER	Cambiar de líder del gremio
GUILDVOTE_CHANGEMASTER_RESULT1	El gremio se ha transferido con éxito.
GUILDVOTE_CHANGEMASTER_RESULT2	Has recibido el gremio [%s].
GUILDVOTE_CHANGEMASTER_RESULT3	Transferencia del gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_RESULT4	La encuesta no es válida.
GUILDVOTE_CHANGEMASTER_RESULT5	Nuevo líder del gremio: %s
GUILDVOTE_CHANGEMASTER_TEXT1	¿Quieres entregar el gremio a [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	¿De verdad quieres renunciar al liderazgo del gremio?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Transferencia del gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_VOTETEXT2	¿Estás a favor de que se transfiera el gremio?
GUILDVOTE_MEMBEROUT	Expulsar miembro
GUILDVOTE_MEMBEROUT_AUTH	Te faltan derechos para hacer esto.
GUILDVOTE_MEMBEROUT_NOMAL	¿De verdad quieres expulsar al miembro?
GUILDVOTE_MEMBEROUT_RESULT1	Expulsión del miembro: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT3	Has sido expulsado del gremio [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT5	La encuesta no es válida.
GUILDVOTE_MEMBEROUT_TEXT1	¿De verdad quieres iniciar la encuesta contra [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Encuesta: ¿Expulsar a un miembro del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Encuesta: ¿Habría que expulsar a [%s] del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	En contra
GUILDVOTE_OK	A favor
GUILDVOTE_RESULT_AGGRE_MEMBER	Kabul eden: %d
GUILDVOTE_RESULT_ALL_MEMBER	Katýlýmcý: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Reddeden: %d
GUILDVOTE_RESULT_TIME	%d Gün %d Saat %d Dakika %d Saniye
GUILDVOTE_SELECT_ONE	Lütfen bir karakter seç.
GUILDWAR_ALL	Combats (C)
GUILDWAR_CTF_TITLE	Combat de drapeau
GUILDWAR_DRAW	Nul (N)
GUILDWAR_GAINSCORE_FIFTY	50 points
GUILDWAR_GAINSCORE_HUNDRED	100 points
GUILDWAR_GAINSCORE_THIRTY	30 points
GUILDWAR_GAMETIME_SIXTY	60 minutes
GUILDWAR_GAMETIME_TEN	10 minutes
GUILDWAR_GAMETIME_THIRTY	30 minutes
GUILDWAR_INPUT_OTHERGUILD	Veuillez inscrire la guilde ennemie.
GUILDWAR_LADDER	Points de grade
GUILDWAR_LIMIT_MEMBER_FIVE	Il faut au moins 5 participants.
GUILDWAR_LOSE	Défaites (D)
GUILDWAR_NORMAL_TITLE	Champ de bataille
GUILDWAR_OVER_MEMBERCOUNT	Votre affiliation touche à sa fin.
GUILDWAR_QUESTION_LINE_1	La Guilde %s a déclaré la guerre à votre Guilde.
GUILDWAR_QUESTION_LINE_2	Acceptez vous ? (%s)
GUILDWAR_RANKING	Rang
GUILDWAR_RECODE_ALL	%d C, %d V, %d D, %d N
GUILDWAR_SELECT_MEMBER_COUNT	Veuillez choisir le nombre de participants.
GUILDWAR_TYPE_DEFENSE	Combat de bouclier
GUILDWAR_TYPE_TIGER	Combat à mort
GUILDWAR_TYPE_TIME	Attaque minutée
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Combat en arène
GUILDWAR_WIN	Victoires (V)
GUILDWAR_WIN_FIVE	Cinq parties
GUILDWAR_WIN_ONE	Une partie
GUILDWAR_WIN_THREE	Trois parties
GUILDWINDOW_BUTTON_BANKGOLDINFO	Historique de guilde
GUILDWINDOW_BUTTON_BASEABANDON	Abandonner le terrain de guilde
GUILDWINDOW_BUTTON_BASEDEAL	Vendre le terrain de guilde
GUILDWINDOW_BUTTON_BOARD	Notes de guilde
GUILDWINDOW_BUTTON_CHANGEMASTER	Changer de chef de guilde
GUILDWINDOW_BUTTON_DECLARE	Déclaration de guerre
GUILDWINDOW_BUTTON_DONATE	Donation
GUILDWINDOW_BUTTON_GOLDIN	Versement
GUILDWINDOW_BUTTON_GOLDOUT	Paiement
GUILDWINDOW_BUTTON_GRADE	Gestion des droits
GUILDWINDOW_BUTTON_GUILDLIST	Liste de guilde
GUILDWINDOW_BUTTON_HEALGSP	Restaurer le pouvoir du dragon
GUILDWINDOW_BUTTON_INFO	Information sur la guilde
GUILDWINDOW_BUTTON_LANDINFO	Informations du terrain
GUILDWINDOW_BUTTON_MARK	Télécharger le symbole de la guilde
GUILDWINDOW_BUTTON_MEMBER	Membres
GUILDWINDOW_BUTTON_OFFER	Donner de l'EXP
GUILDWINDOW_BUTTON_OUTMEMBER	Supprimer membre
GUILDWINDOW_BUTTON_SKILL	Compétences de guilde
GUILDWINDOW_BUTTON_SYMBOL	Télécharger le drapeau de guilde
GUILDWINDOW_BUTTON_VOTECHECK	Consulter le sondage
GUILDWINDOW_BUY_GUILD_LAND	Achat de terrain
GUILDWINDOW_CHANGE_BLACKSMITH	Changer de profession
GUILDWINDOW_CHANGE_OBJECT	Transformation
GUILDWINDOW_CHANGE_SMELTER	Transformation de fonderie
GUILDWINDOW_CREATE_OBJECT	Transformation de bâtiment
GUILDWINDOW_DEAL_GUILD_LAND	Vente de terrain
GUILDWINDOW_GRADE_BANK	Est autorisé à utiliser la banque et l'entrepôt de guilde.
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Est autorisé à bannir un membre de la guilde.
GUILDWINDOW_GRADE_GRADENAME	Nom de grade
GUILDWINDOW_GRADE_GRADENUMBER	Numéro de grade
GUILDWINDOW_GRADE_GUILDWAR	Est autorisé à choisir les combattants parmi les membres de guilde.
GUILDWINDOW_GRADE_INVITEAUTHORITY	Est autorisé à accepter de nouveaux membres de guilde.
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Est autorisé à afficher des notes de guilde.
GUILDWINDOW_GRADE_SKILLAUTHORITY	Est autorisé à utiliser les compétences de guilde.
GUILDWINDOW_INFO_LEVEL5	Don de guilde : +5 % EXP
GUILDWINDOW_INFO_LEVEL10	Augmente n. max. de membres
GUILDWINDOW_INFO_LEVEL15	Promo : pouvoir du dragon
GUILDWINDOW_INFO_LEVEL20	Banque : exonération impôt
GUILDWINDOW_LAND_TAX	Bail
GUILDWINDOW_LIST_ALL	Tous les empires
GUILDWINDOW_LIST_ALREADY_REGISTER	[Guilde] Vous avez déjà postulé.
GUILDWINDOW_LIST_APPLICANT_LIST	Liste des candidats
GUILDWINDOW_LIST_CHRACTER_JOB	Classe
GUILDWINDOW_LIST_CHRACTER_LV	Niveau
GUILDWINDOW_LIST_CHRACTER_NAME	Nom du personnage
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Apprentissage
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Membres
GUILDWINDOW_LIST_GUILD_LIST	Liste de guilde
GUILDWINDOW_LIST_GUILD_LV	Niveau
GUILDWINDOW_LIST_GUILD_NAME	Guilde
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Guilde] Veuillez entrer un nom de guilde.
GUILDWINDOW_LIST_LADDER	Points de grade
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[Guilde] Cette guilde n'a fait aucun appel d'offre.
GUILDWINDOW_LIST_PROMOTE_GUILD	Candidature
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Liste de guilde
GUILDWINDOW_LIST_RANKING	Position
GUILDWINDOW_LIST_RANKING_COUNT	Position
GUILDWINDOW_LIST_REGISTER	Candidatures
GUILDWINDOW_LIST_REGISTER_GUILD	Poser votre candidature auprès de la guilde
GUILDWINDOW_LIST_SEARCH	Chercher
GUILDWINDOW_LIST_SELECT_GUILD	[Guilde] Veuillez choisir la guilde à laquelle vous souhaitez adhérer.
GUILDWINDOW_PROMOTE_REFRESH	Publicité
GUILDWINDOW_PROMOTE_REGISTER	Publicité
GUILDWINDOW_SP_RECOVER	Pouvoir du Dragon
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Agrandissement d'autel
GUILDWINDOW_UPGRADE_GUILDBANK	Agrandissement de banque
GUILD_ATTENDANCE_FAIL_ALREADY	Vous avez déjà participé aujourd'hui.
GUILD_ATTENDANCE_FAIL_JOIN_TIME	Vous ne pouvez pas participer maintenant. La réinitialisation de la participation se déroule toujours à 5h00.
GUILD_BANKINFO_CLOSE	Fermer
GUILD_BANKINFO_NAME	Membre
GUILD_BANKINFO_TYPE	Objet/devise
GUILD_BANKINFO_USETYPE	Action
GUILD_BANK_CLOSE	Fermer
GUILD_BANK_INFO	Historique de guilde
GUILD_BOARD_ID	Membre
GUILD_BOARD_TEXT	Message
GUILD_BUILDING_FIX_CHANGE	Voulez-vous vraiment changer la position ?
GUILD_BUILDING_FIX_CHANGE_GOLD	Coût : 1 000 000 Yangs
GUILD_BUILDING_FIX_DELETE	Voulez-vous vraiment supprimer cet objet ?
GUILD_BUILDING_FIX_NEED_BUILDING	Aucun bâtiment.
GUILD_BUILDING_GRADE	Grade
GUILD_BUILDING_NAME	Nom de guilde
GUILD_BUILDING_LOG_PLUS	Tronc+
GUILD_CANNOT_HEAL_GSP_ANYMORE	L'énergie de l'Esprit du Dragon est déjà au maximum.
GUILD_COMMENT	Ecrivez
GUILD_CREATE_ERROR_INSULT_NAME	Nom de Guilde non valide
GUILD_DEFAULT_GRADE	Membres de la Guilde
GUILD_DELETE	Effacer
GUILD_DEPOSIT	Dépôt
GUILD_DO_YOU_HEAL_GSP	Voulez-vous restaurer pour %d Yangs %d unités d'Esprit du Dragon ?
GUILD_DO_YOU_JOIN	, vous a invité. Rejoindre cette guilde ?
GUILD_DRAGONLAIR_MIN	Min.
GUILD_DRAGONLAIR_PARTY_ALL	Liste générale des meilleurs joueurs
GUILD_EMPTY_AREA	Territoire vide
GUILD_ENEMY_GUILD_NAME	Nom de Guilde des ennemis
GUILD_FACILITY	Bâtiment Externe
GUILD_GEM	Gemme
GUILD_HEADQUARTER	Bâtiment Principal
GUILD_HEAL_GSP	Restaurer l'Esprit du Dragon
GUILD_INFO_ENEMY_GUILD_EMPTY	Aucune
