AURA_BOOST_DRAIN_PER	Absorción adicional +%d%%
DETAILS_TOOLTIP_37	Fuerza contra Ninjas: causa más daño a Ninjas.
DETAILS_TOOLTIP_38	Fuerza contra Suras: causa más daño a Suras.
DETAILS_TOOLTIP_39	Fuerza contra Chamanes: causa más daño a Chamanes.
DETAILS_TOOLTIP_4	Fuerza contra muertos vivientes: causa más daño a muertos vivientes.
DETAILS_TOOLTIP_40	Fuerza contra Lícanos: causa más daño a Lícanos.
DETAILS_TOOLTIP_41	Probabilidad de defensa contra ataques de Guerreros: reduce el daño que se sufre por parte de Guerreros.
DETAILS_TOOLTIP_42	Probabilidad de defensa contra ataques de Ninjas: reduce el daño que se sufre por parte de Ninjas.
DETAILS_TOOLTIP_43	Probabilidad de defensa contra ataques de Suras: reduce el daño que se sufre por parte de Suras.
DETAILS_TOOLTIP_44	Probabilidad de defensa contra ataques de Chamanes: reduce el daño que se sufre por parte de Chamanes.
DETAILS_TOOLTIP_45	Probabilidad de defensa contra ataques de Lícanos: reduce el daño que se sufre por parte de Lícanos.
DETAILS_TOOLTIP_46	Reduce el daño que causa una espada.
DETAILS_TOOLTIP_47	Reduce el daño que causa un arma a dos manos.
DETAILS_TOOLTIP_48	Reduce el daño que causa una daga.
DETAILS_TOOLTIP_49	Reduce el daño que causa una garra.
DETAILS_TOOLTIP_5	Fuerza contra monstruos: causa más daño a monstruos.
DETAILS_TOOLTIP_50	Reduce el daño que provoca una campana.
DETAILS_TOOLTIP_51	Reduce el daño que provoca un abanico.
DETAILS_TOOLTIP_52	Reduce el daño que provocan un arco y flechas.
DETAILS_TOOLTIP_53	Aumenta la probabilidad de hacer desmayar a un enemigo.
DETAILS_TOOLTIP_54	Aumenta la probabilidad de ralentizar a un enemigo.
DETAILS_TOOLTIP_55	Aumenta la probabilidad de envenenar a un enemigo.
DETAILS_TOOLTIP_56	Reduce el daño que provoca el veneno.
DETAILS_TOOLTIP_57	Aumenta la probabilidad de lograr un ataque de sangrado.
DETAILS_TOOLTIP_58	Resistencia a ataque de sangrado: reduce el daño que provoca un ataque de sangrado.
DETAILS_TOOLTIP_59	Absorbe HP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_6	Fuerte contra monstruos del zodíaco: causa más daño a monstruos del zodíaco.
DETAILS_TOOLTIP_80	Fuerza contra Piedras Metin: causa más daño a Piedras Metin.
DETAILS_TOOLTIP_81	Fuerza contra Jefes: causa más daño a Jefes
DETAILS_TOOLTIP_60	Absorbe SP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_61	Acelera la regeneración de tus puntos de vida.
DETAILS_TOOLTIP_62	Acelera la regeneración de tus puntos de maná.
DETAILS_TOOLTIP_63	Probabilidad de bloquear un ataque cuerpo a cuerpo: aumenta la probabilidad de evadir un ataque cuerpo a cuerpo.
DETAILS_TOOLTIP_64	Probabilidad de evitar flechas: aumenta la probabilidad de evadir el ataque con flechas o a distancia de un monstruo.
DETAILS_TOOLTIP_65	Probabilidad de reflectar golpes cuerpo a cuerpo: se devuelve una parte del daño cuerpo a cuerpo al enemigo.
DETAILS_TOOLTIP_66	Restauración de HP al matar: cuando matas a un enemigo, aumentan tus puntos de vida.
DETAILS_TOOLTIP_67	Restauración de SP al matar: cuando matas a un enemigo, aumentan tus puntos de maná.
DETAILS_TOOLTIP_68	Probabilidad de obtener experiencia doble: aumenta la probabilidad de conseguir una bonificación de EXP cuando derrotas a tu enemigo.
DETAILS_TOOLTIP_69	Probabilidad de obtener el doble de Yang: aumenta tu probabilidad de recibir la cantidad doble de maná.
DETAILS_TOOLTIP_7	Fuerza contra animales: causa más daño a animales salvajes.
DETAILS_TOOLTIP_70	Probabilidad de obtener objetos: aumenta la probabilidad de conseguir el doble de objetos.
DETAILS_TOOLTIP_71	Aumenta tu valor de ataque.
DETAILS_TOOLTIP_72	Aumenta tu valor de defensa.
DETAILS_TOOLTIP_73	Incrementa la ganancia de experiencia.
DETAILS_TOOLTIP_74	Probabilidad de botín de objetos: aumenta la probabilidad de conseguir objetos.
DETAILS_TOOLTIP_75	Probabilidad de botín de Yang: aumenta tu probabilidad de conseguir más Yang.
DETAILS_TOOLTIP_76	Reduce el daño que sufres por un ataque mágico.
DETAILS_TOOLTIP_77	Reduce la resistencia a magia de tu enemigo.
DETAILS_TOOLTIP_8	Fuerza contra esotéricos: causa más daño a esotéricos.
DETAILS_TOOLTIP_9	Fuerza contra demonios: causa más daño a demonios.
DETAILS_TOOLTIP_ATTBONUS_BELL	Fractura de defensa de campana: reduce la defensa de campana de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_BOW	Fractura de defensa de flecha: reduce la defensa de flecha de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_CLAW	Fractura de defensa de garra: reduce la defensa de garra de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_DAGGER	Fractura de defensa de daga: reduce la defensa de daga de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_FAN	Fractura de defensa de abanico: reduce la defensa de abanico de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_SWORD	Fractura de defensa de espada: reduce la defensa de espada de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_TWOHAND	Fractura de defensa de arma a dos manos: reduce la defensa de arma a dos manos de tu enemigo.
DETAILS_TOOLTIP_RESIST_MOUNT_FALL	Resistencia contra caída: reduce la probabilidad de que caigas de tu montura.
DONT_USE_ITEM_WHEN_SHOW_CONFIRM	No se pueden mover objetos durante una petición.
DO_YOU_BUY_ITEM1	%s Eþyasýný %s Yang karþýlýðýnda satýn almak ister misin?
DO_YOU_BUY_ITEM2	%s (%s adet) eþyasýný %s Yang ile karþýlýðýnda almak ister misin?
DO_YOU_BUY_ITEM3	%s ile %s Won ve %s Yang almak ister misin?
DO_YOU_BUY_ITEM4	%s nesnesini (%s adet ) %s Won ve %s Yang karþýlýðýnda satýn almak ister misin?
DO_YOU_DROP_MONEY	%d Yang býrakmak istiyor musun?
DO_YOU_SELL_ITEM1	%s Eþyasýný %s Yang karþýlýðýnda satmak ister misin?
DO_YOU_SELL_ITEM2	%s (%s adet) eþyasýný %s Yang karþýlýðýnda satmak ister misin?
DRAGON_SOUL_CANNOT_REFINE	Bu ejderha taþý arýndýrýlamaz.
DRAGON_SOUL_CANNOT_REFINE_MORE	Bu ejderha taþý en yüksek seviyeye ulaþtý bile.
DRAGON_SOUL_EQUIP_WARNING1	Bir ejderha taþýný tekrar çýkartmak zor.
DRAGON_SOUL_EQUIP_WARNING2	Yine de devam etmek istiyor musun?
DRAGON_SOUL_EXPIRED	Süresi geçmiþ ejderha taþý
DRAGON_SOUL_INVALID_DRAGON_SOUL	Yanlýþ ejderha taþý.
DRAGON_SOUL_IS_NOT_DRAGON_SOUL	Bu ejderha taþý deðil.
DRAGON_SOUL_NOT_DRAGON_SOUL_REFINE_STONE	Bu doðru ejderha taþý deðil.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL	Arýndýrma için yeterli malzemen yok.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL2	%s\n Ýçin ihtiyacýn olan: %s %dx
DRAGON_SOUL_NOT_ENOUGH_MONEY	Bonusunu deðiþtirmek için yeterli Yang'ýn yok.
DRAGON_SOUL_NOT_MATCHED_SLOT	Ejderha taþý bu boþluða sýðmýyor.
DRAGON_SOUL_STEP_LEVEL1	Saflýk: mat,
DRAGON_SOUL_STEP_LEVEL2	Saflýk: parlak,
DRAGON_SOUL_STEP_LEVEL3	Saflýk: tertemiz,
DRAGON_SOUL_STEP_LEVEL4	Saflýk: mükemmel,
DRAGON_SOUL_STEP_LEVEL5	Saflýk: kusursuz,
DRAGON_SOUL_STRENGTH	Seviye +%d	SA
DRAGON_SOUL_UNEQUIP_WARNING1	Ejderha taþý kýrýlabilir.
DRAGON_SOUL_UNEQUIP_WARNING2	Yine de devam etmek istiyor musun?
DRAGON_SOUL_UNMATCHED_SLOT	Bu yanlýþ boþluk.
DRAGON_SOUL_UNQUALIFIED	Ejderha taþý simyasýný henüz kullanamazsýn.
DROP_ITEM_FAILURE_EQUIP_ITEM	Giyilen eþyayý býrakamazsýn.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Özel dükkan açtýðýn sürece nesne düþüremiyorsun.
DROP_MONEY_FAILURE_1000_OVER	En fazla 999 Yang býrakabilirsin.
EMOTION_ANGRY	Can Sýkýcý
EMOTION_ATTRACTIVE	Baþtan Çýkarma
EMOTION_BANTER	Küçümseme
EMOTION_CHEERS_1	Hoþça Kal 1
EMOTION_CHEERS_2	Hoþça Kal 2
EMOTION_CHEERUP	Alkýþ
EMOTION_CHOOSE_ONE	Bir hedef seç.
EMOTION_CLAP	Alkýþlar
EMOTION_CLAP_KISS	Öpücük
EMOTION_CONGRATULATION	Onaylama
EMOTION_DANCE_1	Dans 1
EMOTION_DANCE_2	Dans 2
EMOTION_DANCE_3	Dans 3
EMOTION_DANCE_4	Dans 4
EMOTION_DANCE_5	Dans 5
EMOTION_DANCE_6	Gumsan Style
EMOTION_FORGIVE	Affetme
EMOTION_FRENCH_KISS	Beso Francés
EMOTION_JOY	Alegría
EMOTION_SAD	Triste
EMOTION_SHY	Rechazo
EMOTION_SIREN	Sirena
EMOTION_SLAP	Golpe
EMPIRE_A	Reino Shinsoo
EMPIRE_B	Reino Chunjo
EMPIRE_C	Reino Jinno
TOOLTIP_DS_SET	Bonificación alquimia	SNA
EMPIRE_SELECT	Seleccione
EMPIRE_SELECT_MODE	Krallýk seçimi
EMOTION_PUSH_UP	Flexiones
EMOTION_DANCE_7	Danza 7
EMOTION_EXERCISE	Calentar
EMOTION_DOZE	Sueño
EMOTION_SELFIE	Selfie
EMOTION_CHARGING	Bateria
EMOTION_NOSAY	Sin palabras
EMOTION_WEATHER_1	Sol
EMOTION_WEATHER_2	Arco Iris
EMOTION_WEATHER_3	Luna
EMOTION_HUNGRY	Hambre
EMOTION_ALCOHOL	Salud
EMOTION_CALL	Llamada
EMOTION_CELEBRATION	Fiesta
EMOTION_LETTER	Carte de amor
EMOTION_BUSY	Estres
EMOTION_WHIRL	Confusion
EMOJI_CHARACTER_STATS_ADD	|Eemoji/key_ctrl|e + |Eemoji/key_lclick|e - Eklemek x10
CHARACTER_CREATE_MALE	Erkek
CHARACTER_CREATE_FEMALE	Kadýn
CHARACTER_CREATE_APPEARANCE1	Görünüm 1
CHARACTER_CREATE_APPEARANCE2	Görünüm 2
INTRO_SELECT_LEVEL	Lv. %d
EXCHANGE_CANNOT_GIVE	Bu nesneyi alýþveriþte kullanamazsýn.
EXCHANGE_CANT_EDIT_MONEY	Toplamý þu anda deðiþtiremezsin.
EXCHANGE_FAILURE_EQUIP_ITEM	Giyilen eþyayý takas edemezsin.
EXCHANGE_MONEY	Toplam
EXCHANGE_TITLE	%s (%d) ile alýþveriþ
EXINVEN_USE_ITEM_FAIL_FALL_SHORT	%d envanter geniþletmesine daha ihtiyacýn var.
EXINVEN_USE_ITEM_FAIL_FOURTH_PAGE_STAGE_MAX	Envanterin maksimum geniþletme sayýsýna ulaþtý.
EXINVEN_USE_ITEM_QUESTION	Envanterini %d envanter geniþletmesiyle büyütmek mi istiyorsun?
FISHING_FAILURE	Yemi kaybettin.
FISHING_NOTIFY1	%s oltaya takýlmýþ gibi görünüyor.
FISHING_NOTIFY2	Oltaya %s takýlmýþ gibi görünüyor.
FISHING_RENEWAL_CANNOT_EMOTION	Balýk tutarken duygu ifadeleri kullanamazsýn.
FISHING_RENEWAL_CANNOT_OPEN_1	Balýk tutarken bunu açamazsýn.
FISHING_RENEWAL_CANNOT_OPEN_2	Balýk tutarken bu iþlemi gerçekleþtiremezsin.
FISHING_RENEWAL_QUESTION	Oltaya bir balýk takýldý. Onu tutmak ister misin?
FISHING_RENEWAL_TIMEOUT	Çok bekledin. Balýk kaçtý.
FISHING_SUCCESS1	%s !
FISHING_SUCCESS2	Suda %s tuttun!
FISHING_UNKNOWN	Oltaya birþey takýldý ama ne olduðu belli deðil.
FISHING_WRONG_PLACE	Burada balýk tutamazsýn.
FLOWER_EVENT_USE_ITEM_TEXT1	Etkinleþtirilen efekti deðiþtirmek ister misin?
FLOWER_EVENT_USE_ITEM_TEXT2	Deneme baþarýsýz olabilir. Çiçek bu durumda solar.
FOR_FEMALE	kadýn için
FOR_MALE	erkek için
FRAGMENT_COMB_COST	Kombinasyon maliyeti: %s
GAME_CANNOT_MINING	At üstündeyken madencilik yapamazsýn.
GAME_CANNOT_PICK_ITEM	Kazanmadýðýn için bu nesneyi toplayamazsýn.
GAME_GUILDWAR_NOW_JOIN	Lonca savaþýna katýlmak istiyor musun?
GAME_INIT_ERROR_CURSOR	imleç tanýmlanamadý.
GAME_INIT_ERROR_DIRECTX	Oyunun çalisabilmesi için DirectX 8.1 kurulu olmasý gerekiyor.\nDirectX 8.1 veya daha yüksek bir sürümünü kur.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	Grafik kartý bulunamadý.\nEðer mevcutsa, VGA kart sürücünüzün doðru yüklenmiþ olup olmadýðýný kontrol edin.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Grafik kartý kurulamadý. \n Eðer VGA kartýnýz varsa kontrol edin. \n Alternatif olarak, donaným hýzlandýrýcýnýzý aktif edebilirsiniz. \n (Donaným Hýzlandýrýcýnýzý maximuma ayarlayýn \n Control Panel->Display->Settings->Advanced->Troubleshoot)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	Bilgisayarýnýzdaki grafik kartý Windows 32bit Modunu desteklemiyor.\n16bit Modunu veya tam ekran seçeneðini kullanýnýz.
GAME_INIT_ERROR_ITEM_PROTO	Nesne bilgileri yok.\nOyunu tekrar yükleyiniz.
GAME_INIT_ERROR_MAIN_WINDOW	Anayapý oluþturulamýyor.
GAME_INIT_ERROR_MOB_PROTO	Canavar bilgileri yok.\nOyunu tekrar yükleyiniz.
GAME_INIT_ERROR_NETWORK	Baðlantý kurulamýyor.\ninternet baðlantýnýzý kontrol ediniz.
GAME_PICK_MONEY	%d Yang Kazandýn.
GUILDBANK_CLEARBANK	Dikkat: Lonca deposu boþaltýlmýþ olmalý!
GUILDBANK_DONT_MONEY_OUT	Lonca bankasýnda Yang'ýn yok!
GUILDBANK_GOLD_IN	Yatýr
GUILDBANK_GOLD_OUT	Öde
GUILDBANK_ITEM_IN	Depola
GUILDBANK_ITEM_OUT	Dýþ tedarik
GUILDBANK_MONEYIN	Yang yatýr
GUILDBANK_MONEYOUT	Yang öde
GUILDBANK_NOTUSE	Buna yetkin yok.
GUILDBANK_NOT_ENOUGH_MONEY	Ödeme için yeterli Yang'ýn yok.
GUILDBANK_OVER_INCOME	Hesap limiti eriþildi.
GUILDBANK_OVER_MONEY	Lonca hesabý dolu.
GUILDLAND_ABANDON	Lonca deposundan vazgeç
GUILDLAND_ABANDON_VOTE	Abandonar el terreno de tu gremio [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	Se ha abandonado el terreno del gremio [%s].
GUILDLAND_ABANDON_VOTE_RESULT2	Se ha abandonado el terreno del gremio.
GUILDLAND_ABANDON_VOTE_RESULT3	Resultado de la encuesta:
GUILDLAND_ABANDON_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_ABANDON_VOTE_TEXT	¿De verdad quieres iniciar la encuesta?
GUILDLAND_ABANDON_VOTE_TEXT1	¿Estás a favor de abandonar el terreno del gremio?
GUILDLAND_ACCEPT	Sí
GUILDLAND_DEAL	Vender terreno del gremio
GUILDLAND_DEAL_TEXT1	El gremio [%s] desea vender su
GUILDLAND_DEAL_TEXT2	terreno por [%s] Yang.
GUILDLAND_DEAL_TEXT3	¿Aceptas la oferta?
GUILDLAND_DELA_VOTE	El gremio [%s] quiere comprar nuestro terreno del gremio.
GUILDLAND_DELA_VOTE_RESULT1	Venta de terreno al gremio [%s]
GUILDLAND_DELA_VOTE_RESULT2	La encuesta ha finalizado.
GUILDLAND_DELA_VOTE_RESULT3	Resultado de la encuesta sobre venta de terreno:
GUILDLAND_DELA_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_DELA_VOTE_TEXT	¿A qué gremio quieres venderle tu terreno?
GUILDLAND_DELA_VOTE_TEXT1	¿Estás a favor de vender el terreno del gremio?
GUILDLAND_DONTHAVE_LAND	No tienes ningún terreno del gremio.
GUILDLAND_NOT	No
GUILDLAND_VOTE_TEXT	¿Quieres darle el terreno a [%s]?
GUILDLIST_APPLICANT	Baþvurmak istiyor musun?
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	Yükseklik 12 Pixel deðil
GUILDMARK_UPLOADER_ERROR_16_WIDTH	Genislik 16 Pixel deðil
GUILDMARK_UPLOADER_ERROR_64_WIDTH	Geniþlik 64 Pixel deðil
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	Yükseklik 128 Pixel deðil
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Oyun bu resmi desteklemiyor.
GUILDMARK_UPLOADER_ERROR_PATH	Bilgiyi metin2/upload klasörüne taþý.
GUILDMARK_UPLOADER_ERROR_SELECT	Resim dosyasý seçilmedi.
GUILDVOTE_CHANGEMASTER	Cambiar de líder del gremio
GUILDVOTE_CHANGEMASTER_RESULT1	El gremio se ha transferido con éxito.
GUILDVOTE_CHANGEMASTER_RESULT2	Has recibido el gremio [%s].
GUILDVOTE_CHANGEMASTER_RESULT3	Transferencia del gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_RESULT4	La encuesta no es válida.
GUILDVOTE_CHANGEMASTER_RESULT5	Nuevo líder del gremio: %s
GUILDVOTE_CHANGEMASTER_TEXT1	¿Quieres entregar el gremio a [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	¿De verdad quieres renunciar al liderazgo del gremio?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Transferencia del gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_VOTETEXT2	¿Estás a favor de que se transfiera el gremio?
GUILDVOTE_MEMBEROUT	Expulsar miembro
GUILDVOTE_MEMBEROUT_AUTH	Te faltan derechos para hacer esto.
GUILDVOTE_MEMBEROUT_NOMAL	¿De verdad quieres expulsar al miembro?
GUILDVOTE_MEMBEROUT_RESULT1	Expulsión del miembro: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT3	Has sido expulsado del gremio [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT5	La encuesta no es válida.
GUILDVOTE_MEMBEROUT_TEXT1	¿De verdad quieres iniciar la encuesta contra [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Encuesta: ¿Expulsar a un miembro del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Encuesta: ¿Habría que expulsar a [%s] del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	En contra
GUILDVOTE_OK	A favor
GUILDVOTE_RESULT_AGGRE_MEMBER	Kabul eden: %d
GUILDVOTE_RESULT_ALL_MEMBER	Katýlýmcý: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Reddeden: %d
GUILDVOTE_RESULT_TIME	%d Gün %d Saat %d Dakika %d Saniye
GUILDVOTE_SELECT_ONE	Lütfen bir karakter seç.
GUILDWAR_ALL	Savaþlar (S)
GUILDWAR_CTF_TITLE	Bayrak Savaþý
GUILDWAR_DRAW	Berabere (B)
GUILDWAR_GAINSCORE_FIFTY	50 puan
GUILDWAR_GAINSCORE_HUNDRED	100 puan
GUILDWAR_GAINSCORE_THIRTY	30 puan
GUILDWAR_GAMETIME_SIXTY	60 dakika
GUILDWAR_GAMETIME_TEN	10 dakika
GUILDWAR_GAMETIME_THIRTY	30 dakika
GUILDWAR_INPUT_OTHERGUILD	Lütfen rakip loncayý ekle.
GUILDWAR_LADDER	Sýralama Puanlarý
GUILDWAR_LIMIT_MEMBER_FIVE	Minimum katýlýmcý sayýsý 5.
GUILDWAR_LOSE	Maðlubiyetler (M)
GUILDWAR_NORMAL_TITLE	Meydan Savaþý
GUILDWAR_OVER_MEMBERCOUNT	Üye sýnýrýna eriþtim.
GUILDWAR_QUESTION_LINE_1	%s loncasý, senin loncana savaþ ilan etti.
GUILDWAR_QUESTION_LINE_2	kabul ediyor musun? (%s)
GUILDWAR_RANKING	Rütbe
GUILDWAR_RECODE_ALL	%d S, %d G, %d M, %d B
GUILDWAR_SELECT_MEMBER_COUNT	Katýlý sayýsýný seç.
GUILDWAR_TYPE_DEFENSE	Kalkan Savaþý
GUILDWAR_TYPE_TIGER	Ýmha Savaþý
GUILDWAR_TYPE_TIME	Zaman Saldýrýsý
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Arena Savaþý
GUILDWAR_WIN	Galibiyetler (G)
GUILDWAR_WIN_FIVE	Beþ tur
GUILDWAR_WIN_ONE	Bir tur
GUILDWAR_WIN_THREE	Üç tur
GUILDWINDOW_BUTTON_BANKGOLDINFO	Lonca deposu geçmiþi
GUILDWINDOW_BUTTON_BASEABANDON	Lonca deposundan vazgeç
GUILDWINDOW_BUTTON_BASEDEAL	Lonca bölgesini sat
GUILDWINDOW_BUTTON_BOARD	Lonca notlarý
GUILDWINDOW_BUTTON_CHANGEMASTER	Lonca liderini deðiþtir
GUILDWINDOW_BUTTON_DECLARE	Savaþ ilaný
GUILDWINDOW_BUTTON_DONATE	Baðýþ
GUILDWINDOW_BUTTON_GOLDIN	Yatýr
GUILDWINDOW_BUTTON_GOLDOUT	Öde
GUILDWINDOW_BUTTON_GRADE	Yönetici Pozisyonu
GUILDWINDOW_BUTTON_GUILDLIST	Lonca listesi
GUILDWINDOW_BUTTON_HEALGSP	Ejderha gücünü yükle
GUILDWINDOW_BUTTON_INFO	Lonca Bilgisi
GUILDWINDOW_BUTTON_LANDINFO	Bölge bilgileri
GUILDWINDOW_BUTTON_MARK	Lonca simgesini yükle
GUILDWINDOW_BUTTON_MEMBER	Üyeler
GUILDWINDOW_BUTTON_OFFER	EXP baðýþla
GUILDWINDOW_BUTTON_OUTMEMBER	Üyeyi çýkar
GUILDWINDOW_BUTTON_SKILL	Lonca becerileri
GUILDWINDOW_BUTTON_SYMBOL	Lonca bayraðýný yükle
GUILDWINDOW_BUTTON_VOTECHECK	Comprueba la encuesta
GUILDWINDOW_BUY_GUILD_LAND	Arsa Alýþý
GUILDWINDOW_CHANGE_BLACKSMITH	Mesleði deðiþtir
GUILDWINDOW_CHANGE_OBJECT	Deðiþtir
GUILDWINDOW_CHANGE_SMELTER	Fýrýn Tadilatý
GUILDWINDOW_CREATE_OBJECT	Bina Ýnþasý
GUILDWINDOW_DEAL_GUILD_LAND	Arsa Satýþý
GUILDWINDOW_GRADE_BANK	Lonca bankasý ve lonca deposunu kullanabilir
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Loncadan üyeleri çýkarabilir
GUILDWINDOW_GRADE_GRADENAME	Rütbe ismi
GUILDWINDOW_GRADE_GRADENUMBER	Rütbe numarasý
GUILDWINDOW_GRADE_GUILDWAR	Savaþçý olarak katýlan üyeleri seçebilir.
GUILDWINDOW_GRADE_INVITEAUTHORITY	Loncaya oyuncular alabilir
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Lonca notlarýný asabilir
GUILDWINDOW_GRADE_SKILLAUTHORITY	Lonca becerilerini kullanabilir
GUILDWINDOW_INFO_LEVEL5	Lonca baðýþýna +%5 EXP
GUILDWINDOW_INFO_LEVEL10	Maks. üye sayýsý artýrýr
GUILDWINDOW_INFO_LEVEL15	Ýndirimde: Ejderha Gücü
GUILDWINDOW_INFO_LEVEL20	Banka: Vergi Muafiyeti
GUILDWINDOW_LAND_TAX	Kira
GUILDWINDOW_LIST_ALL	Tüm Krallýklar
GUILDWINDOW_LIST_ALREADY_REGISTER	[Lonca] Zaten baþvurdun.
GUILDWINDOW_LIST_APPLICANT_LIST	Aday listesi
GUILDWINDOW_LIST_CHRACTER_JOB	Sýnýf
GUILDWINDOW_LIST_CHRACTER_LV	Seviye
GUILDWINDOW_LIST_CHRACTER_NAME	Karakter Adý
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Ders
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Üyeler
GUILDWINDOW_LIST_GUILD_LIST	Lonca listesi
GUILDWINDOW_LIST_GUILD_LV	Seviye
GUILDWINDOW_LIST_GUILD_NAME	Lonca
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Lonca] Lütfen bir lonca adý gir.
GUILDWINDOW_LIST_LADDER	Sýralama Puanlarý
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[Lonca] Bu loncanýn duyurusu yok.
GUILDWINDOW_LIST_PROMOTE_GUILD	Baþvuru
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Lonca listesi
GUILDWINDOW_LIST_RANKING	Pozisyon
GUILDWINDOW_LIST_RANKING_COUNT	Pozisyon
GUILDWINDOW_LIST_REGISTER	Baþvurular
GUILDWINDOW_LIST_REGISTER_GUILD	Loncaya baþvur
GUILDWINDOW_LIST_SEARCH	Arama
GUILDWINDOW_LIST_SELECT_GUILD	[Lonca] Baþvurmak için lütfen bir lonca seç.
GUILDWINDOW_PROMOTE_REFRESH	Reklam
GUILDWINDOW_PROMOTE_REGISTER	Reklam
GUILDWINDOW_SP_RECOVER	Ejderha Gücü
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Sunak Geniþletmesi
GUILDWINDOW_UPGRADE_GUILDBANK	Banka Geniþletmesi
GUILD_ATTENDANCE_FAIL_ALREADY	Bugün zaten katýldýn.
GUILD_ATTENDANCE_FAIL_JOIN_TIME	Þimdi katýlamazsýn. Katýlým her zaman saat 5:00'da sýfýrlanýr.
GUILD_BANKINFO_CLOSE	Kapat
GUILD_BANKINFO_NAME	Üye
GUILD_BANKINFO_TYPE	Nesne/Para birimi
GUILD_BANKINFO_USETYPE	Eylem
GUILD_BANK_CLOSE	Kapat
GUILD_BANK_INFO	Lonca deposu geçmiþi
GUILD_BOARD_ID	Üye
GUILD_BOARD_TEXT	Mesaj
GUILD_BUILDING_FIX_CHANGE	Posizyonu gerçekten deðiþtirmek istiyor musun?
GUILD_BUILDING_FIX_CHANGE_GOLD	Ücret: 1.000.000 Yang
GUILD_BUILDING_FIX_DELETE	Bu nesneyi gerçekten silmek istiyor musun?
GUILD_BUILDING_FIX_NEED_BUILDING	Bina yok.
GUILD_BUILDING_GRADE	Sýralama
GUILD_BUILDING_NAME	Numele breslei
GUILD_BUILDING_LOG_PLUS	Gövde+
GUILD_CANNOT_HEAL_GSP_ANYMORE	La energía Dragón Fantasma ya se ha recargado completamente.
GUILD_COMMENT	Yaz
GUILD_CREATE_ERROR_INSULT_NAME	Lonca adý hatalý
GUILD_DEFAULT_GRADE	Lonca üyeleri
GUILD_DELETE	Sil
GUILD_DEPOSIT	Depozit
GUILD_DO_YOU_HEAL_GSP	¿Deseas emplear %d Yang para restaurar %d Dragones Fantasma?
GUILD_DO_YOU_JOIN	seni davet ediyor. Loncaya katýlmak istiyor musun?
GUILD_DRAGONLAIR_MIN	Min.
GUILD_DRAGONLAIR_PARTY_ALL	Genel en iyiler listesi
GUILD_EMPTY_AREA	Boþ alan
GUILD_ENEMY_GUILD_NAME	Düþmanýn Lonca adý
GUILD_FACILITY	Ek bina
GUILD_GEM	Deðerli taþ
GUILD_HEADQUARTER	Ana bina
