AURA_BOOST_DRAIN_PER	Absorción adicional +%d%%
DETAILS_TOOLTIP_42	Probabilidad de defensa contra ataques de Ninjas: reduce el daño que se sufre por parte de Ninjas.
DETAILS_TOOLTIP_43	Probabilidad de defensa contra ataques de Suras: reduce el daño que se sufre por parte de Suras.
DETAILS_TOOLTIP_44	Probabilidad de defensa contra ataques de Chamanes: reduce el daño que se sufre por parte de Chamanes.
DETAILS_TOOLTIP_45	Probabilidad de defensa contra ataques de Lícanos: reduce el daño que se sufre por parte de Lícanos.
DETAILS_TOOLTIP_46	Reduce el daño que causa una espada.
DETAILS_TOOLTIP_47	Reduce el daño que causa un arma a dos manos.
DETAILS_TOOLTIP_48	Reduce el daño que causa una daga.
DETAILS_TOOLTIP_49	Reduce el daño que causa una garra.
DETAILS_TOOLTIP_5	Fuerza contra monstruos: causa más daño a monstruos.
DETAILS_TOOLTIP_50	Reduce el daño que provoca una campana.
DETAILS_TOOLTIP_51	Reduce el daño que provoca un abanico.
DETAILS_TOOLTIP_52	Reduce el daño que provocan un arco y flechas.
DETAILS_TOOLTIP_53	Aumenta la probabilidad de hacer desmayar a un enemigo.
DETAILS_TOOLTIP_54	Aumenta la probabilidad de ralentizar a un enemigo.
DETAILS_TOOLTIP_55	Aumenta la probabilidad de envenenar a un enemigo.
DETAILS_TOOLTIP_56	Reduce el daño que provoca el veneno.
DETAILS_TOOLTIP_57	Aumenta la probabilidad de lograr un ataque de sangrado.
DETAILS_TOOLTIP_58	Resistencia a ataque de sangrado: reduce el daño que provoca un ataque de sangrado.
DETAILS_TOOLTIP_59	Absorbe HP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_6	Fuerte contra monstruos del zodíaco: causa más daño a monstruos del zodíaco.
DETAILS_TOOLTIP_80	Fuerza contra Piedras Metin: causa más daño a Piedras Metin.
DETAILS_TOOLTIP_81	Fuerza contra Jefes: causa más daño a Jefes
DETAILS_TOOLTIP_60	Absorbe SP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_61	Acelera la regeneración de tus puntos de vida.
DETAILS_TOOLTIP_62	Acelera la regeneración de tus puntos de maná.
DETAILS_TOOLTIP_63	Probabilidad de bloquear un ataque cuerpo a cuerpo: aumenta la probabilidad de evadir un ataque cuerpo a cuerpo.
DETAILS_TOOLTIP_64	Probabilidad de evitar flechas: aumenta la probabilidad de evadir el ataque con flechas o a distancia de un monstruo.
DETAILS_TOOLTIP_65	Probabilidad de reflectar golpes cuerpo a cuerpo: se devuelve una parte del daño cuerpo a cuerpo al enemigo.
DETAILS_TOOLTIP_66	Restauración de HP al matar: cuando matas a un enemigo, aumentan tus puntos de vida.
DETAILS_TOOLTIP_67	Restauración de SP al matar: cuando matas a un enemigo, aumentan tus puntos de maná.
DETAILS_TOOLTIP_68	Probabilidad de obtener experiencia doble: aumenta la probabilidad de conseguir una bonificación de EXP cuando derrotas a tu enemigo.
DETAILS_TOOLTIP_69	Probabilidad de obtener el doble de Yang: aumenta tu probabilidad de recibir la cantidad doble de maná.
DETAILS_TOOLTIP_7	Fuerza contra animales: causa más daño a animales salvajes.
DETAILS_TOOLTIP_70	Probabilidad de obtener objetos: aumenta la probabilidad de conseguir el doble de objetos.
DETAILS_TOOLTIP_71	Aumenta tu valor de ataque.
DETAILS_TOOLTIP_72	Aumenta tu valor de defensa.
DETAILS_TOOLTIP_73	Incrementa la ganancia de experiencia.
DETAILS_TOOLTIP_74	Probabilidad de botín de objetos: aumenta la probabilidad de conseguir objetos.
DETAILS_TOOLTIP_75	Probabilidad de botín de Yang: aumenta tu probabilidad de conseguir más Yang.
DETAILS_TOOLTIP_76	Reduce el daño que sufres por un ataque mágico.
DETAILS_TOOLTIP_77	Reduce la resistencia a magia de tu enemigo.
DETAILS_TOOLTIP_8	Fuerza contra esotéricos: causa más daño a esotéricos.
DETAILS_TOOLTIP_9	Fuerza contra demonios: causa más daño a demonios.
DETAILS_TOOLTIP_ATTBONUS_BELL	Fractura de defensa de campana: reduce la defensa de campana de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_BOW	Fractura de defensa de flecha: reduce la defensa de flecha de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_CLAW	Fractura de defensa de garra: reduce la defensa de garra de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_DAGGER	Fractura de defensa de daga: reduce la defensa de daga de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_FAN	Fractura de defensa de abanico: reduce la defensa de abanico de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_SWORD	Fractura de defensa de espada: reduce la defensa de espada de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_TWOHAND	Fractura de defensa de arma a dos manos: reduce la defensa de arma a dos manos de tu enemigo.
DETAILS_TOOLTIP_RESIST_MOUNT_FALL	Resistencia contra caída: reduce la probabilidad de que caigas de tu montura.
DONT_USE_ITEM_WHEN_SHOW_CONFIRM	No se pueden mover objetos durante una petición.
DO_YOU_BUY_ITEM1	¿Quieres comprar %s por %s Yang?
DO_YOU_BUY_ITEM2	¿Quieres comprar %s (%s unidades) por %s Yang?
DO_YOU_BUY_ITEM3	¿Quieres comprar %s por %s Won y %s Yang?
DO_YOU_BUY_ITEM4	¿Quieres comprar %s (%s unidades) por %s Won y %s Yang?
DO_YOU_DROP_MONEY	¿Quieres tirar %d Yang?
DO_YOU_SELL_ITEM1	¿Quieres vender %s por %s Yang?
DO_YOU_SELL_ITEM2	¿Quieres vender %s (%s unidades) por %s Yang?
DRAGON_SOUL_CANNOT_REFINE	No puedes refinar esta Piedra dragón.
DRAGON_SOUL_CANNOT_REFINE_MORE	Esta Piedra dragón ya ha alcanzado el mayor nivel posible.
DRAGON_SOUL_EQUIP_WARNING1	Es difícil volver a retirar una Piedra dragón.
DRAGON_SOUL_EQUIP_WARNING2	¿Quieres continuar de todas formas?
DRAGON_SOUL_EXPIRED	Piedra dragón caducada
DRAGON_SOUL_INVALID_DRAGON_SOUL	Esta no es la Piedra dragón adecuada.
DRAGON_SOUL_IS_NOT_DRAGON_SOUL	Eso no es una Piedra dragón.
DRAGON_SOUL_NOT_DRAGON_SOUL_REFINE_STONE	Esta no es la Piedra dragón correcta.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL	No tienes material suficiente para refinar.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL2	Para tu %s\n necesitas: %s %dx
DRAGON_SOUL_NOT_ENOUGH_MONEY	No tienes Yang para modificar la bonificación.
DRAGON_SOUL_NOT_MATCHED_SLOT	La Piedra dragón no encaja en esta ranura.
DRAGON_SOUL_STEP_LEVEL1	Pureza: mate.
DRAGON_SOUL_STEP_LEVEL2	Pureza: clara.
DRAGON_SOUL_STEP_LEVEL3	Pureza: límpida.
DRAGON_SOUL_STEP_LEVEL4	Pureza: brillante.
DRAGON_SOUL_STEP_LEVEL5	Pureza: excelente.
DRAGON_SOUL_STRENGTH	Nivel: +%d	SA
DRAGON_SOUL_UNEQUIP_WARNING1	No se ha podido destruir la Piedra dragón.
DRAGON_SOUL_UNEQUIP_WARNING2	¿Quieres continuar de todas formas?
DRAGON_SOUL_UNMATCHED_SLOT	Esa es la ranura incorrecta.
DRAGON_SOUL_UNQUALIFIED	Todavía no puedes utilizar la alquimia de Piedras dragón.
DROP_ITEM_FAILURE_EQUIP_ITEM	No puedes dejar caer los objetos que te has equipado.
DROP_ITEM_FAILURE_PRIVATE_SHOP	No puedes dejar caer ningún objeto mientras tengas abierta una tienda privada.
DROP_MONEY_FAILURE_1000_OVER	Puedes dejar caer un máximo de 999 Yang.
EMOTION_ANGRY	Irritante
EMOTION_ATTRACTIVE	Seducción
EMOTION_BANTER	Burlón
EMOTION_CHEERS_1	Jubilación 1
EMOTION_CHEERS_2	Jubilación 2
EMOTION_CHEERUP	Jubilación
EMOTION_CHOOSE_ONE	Elige un objetivo.
EMOTION_CLAP	Aplausos
EMOTION_CLAP_KISS	Beso
EMOTION_CONGRATULATION	Aprobación
EMOTION_DANCE_1	Danza 1
EMOTION_DANCE_2	Danza 2
EMOTION_DANCE_3	Danza 3
EMOTION_DANCE_4	Danza 4
EMOTION_DANCE_5	Danza 5
EMOTION_DANCE_6	Gumsan Style
EMOTION_FORGIVE	Me afecta
EMOTION_FRENCH_KISS	Beso Francés
EMOTION_JOY	Alegría
EMOTION_SAD	Tristeza
EMOTION_SHY	Rejeitar
EMOTION_SIREN	Sirena
EMOTION_SLAP	Golpe
EMPIRE_A	Reino Shinsoo
EMPIRE_B	Reino Chunjo
EMPIRE_C	Reino Jinno
TOOLTIP_DS_SET	Bonificación alquimia	SNA
EMPIRE_SELECT	Seleccione
EMPIRE_SELECT_MODE	Seleccionar Reino
EMOTION_PUSH_UP	Flexiones
EMOTION_DANCE_7	Danza 7
EMOTION_EXERCISE	Calentar
EMOTION_DOZE	Sueño
EMOTION_SELFIE	Selfie
EMOTION_CHARGING	Bateria
EMOTION_NOSAY	Sin palabras
EMOTION_WEATHER_1	Sol
EMOTION_WEATHER_2	Arco Iris
EMOTION_WEATHER_3	Luna
EMOTION_HUNGRY	Hambre
EMOTION_ALCOHOL	Salud
EMOTION_CALL	Llamada
EMOTION_CELEBRATION	Fiesta
EMOTION_LETTER	Carte de amor
EMOTION_BUSY	Estres
EMOTION_WHIRL	Confuz
EMOJI_CHARACTER_STATS_ADD	|Eemoji/key_ctrl|e + |Eemoji/key_lclick|e - Agregar x10
CHARACTER_CREATE_MALE	Hombre
CHARACTER_CREATE_FEMALE	Mujer
CHARACTER_CREATE_APPEARANCE1	Apariencia 1
CHARACTER_CREATE_APPEARANCE2	Apariencia 2
INTRO_SELECT_LEVEL	Lv. %d
EXCHANGE_CANNOT_GIVE	Este objeto no puede ser comerciado.
EXCHANGE_CANT_EDIT_MONEY	No puedes cambiar ahora la suma.
EXCHANGE_FAILURE_EQUIP_ITEM	No puedes intercambiar los objetos que te has equipado.
EXCHANGE_MONEY	Suma
EXCHANGE_TITLE	Comerciar con %s (%d)
EXINVEN_USE_ITEM_FAIL_FALL_SHORT	Todavía necesitas %d Ampliación(es) de inventario más.
EXINVEN_USE_ITEM_FAIL_FOURTH_PAGE_STAGE_MAX	Tu inventario ha alcanzado el número máximo de ampliaciones.
EXINVEN_USE_ITEM_QUESTION	¿Quieres agrandar tu inventario con %d Ampliaciones de inventario?
FISHING_FAILURE	Perdiste el cebo.
FISHING_NOTIFY1	Parece que hay %s enganchado.
FISHING_NOTIFY2	Parece que %s ha sido capturado.
FISHING_RENEWAL_CANNOT_EMOTION	No puedes expresar emociones mientras estás pescando.
FISHING_RENEWAL_CANNOT_OPEN_1	No se puede abrir mientras estás pescando.
FISHING_RENEWAL_CANNOT_OPEN_2	No puedes llevar a cabo esta acción mientras estás pescando.
FISHING_RENEWAL_QUESTION	Un pez ha mordido el anzuelo. ¿Quieres pescarlo?
FISHING_RENEWAL_TIMEOUT	Has tardado demasiado en decidir. El pez se ha escapado.
FISHING_SUCCESS1	¡Has capturado %s!
FISHING_SUCCESS2	¡Has sacado a %s del agua!
FISHING_UNKNOWN	Algo ha mordido el cebo, pero no puedes ver qué es.
FISHING_WRONG_PLACE	No puedes pescar aquí.
FLOWER_EVENT_USE_ITEM_TEXT1	¿Quieres sustituir el efecto activado?
FLOWER_EVENT_USE_ITEM_TEXT2	El intento puede fallar, en cuyo caso la flor se marchita.
FOR_FEMALE	para mujer
FOR_MALE	para hombre
FRAGMENT_COMB_COST	Costes de combinación: %s
GAME_CANNOT_MINING	No puedes extraer minerales mientras estés cabalgando.
GAME_CANNOT_PICK_ITEM	No puedes recoger este objeto ya que no lo ganaste.
GAME_GUILDWAR_NOW_JOIN	¿Quieres entrar en la guerra de gremios?
GAME_INIT_ERROR_CURSOR	El cursor no pudo ser establecido.
GAME_INIT_ERROR_DIRECTX	DirectX 8.1 debe estar instalado para que este juego pueda arrancar.\nInstala DirectX 8.1 o superior.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	No se ha encontrado ningún dispositivo gráfico.\nRevisa si tu tarjeta VGA está instalada correctamente.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	El dispositivo gráfico no está establecido.\nRevisa si tienes tarjeta VGA.\nAlternativamente, puedes activar el hardware acelerador.\n(Fija el hardware acelerador al máximo. \nPanel de Control->Pantalla->Configuración->Avanzado->Registro de tarjeta.)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	La tarjeta gráfica del ordenador no soporta el modo de ventana al modo 32bit.\nCambialo al modo 16bit o a Modo Pantalla Completa.
GAME_INIT_ERROR_ITEM_PROTO	No existen datos de objetos.\nInstala el juego de nuevo.
GAME_INIT_ERROR_MAIN_WINDOW	El servidor no pudo ser establecido
GAME_INIT_ERROR_MOB_PROTO	No existen datos de monstruos.\nInstala el juego de nuevo.
GAME_INIT_ERROR_NETWORK	No pudieron establecerse dispositivos de red.\nRevisa tu conexión a internet.
GAME_PICK_MONEY	Has recibido %d Yang.
GUILDBANK_CLEARBANK	Atención: ¡el almacén del gremio tiene que estar vacío!
GUILDBANK_DONT_MONEY_OUT	¡No tienes Yang en el banco del gremio!
GUILDBANK_GOLD_IN	Depósito
GUILDBANK_GOLD_OUT	Extracción
GUILDBANK_ITEM_IN	Almacenar
GUILDBANK_ITEM_OUT	Retirar
GUILDBANK_MONEYIN	Depositar Yang
GUILDBANK_MONEYOUT	Extraer Yang
GUILDBANK_NOTUSE	Te faltan derechos para hacer esto.
GUILDBANK_NOT_ENOUGH_MONEY	No tienes suficiente Yang para hacer el depósito.
GUILDBANK_OVER_INCOME	Se ha llegado al límite de cuenta.
GUILDBANK_OVER_MONEY	La cuenta del gremio está llena.
GUILDLAND_ABANDON	Abandonar terreno del gremio
GUILDLAND_ABANDON_TEXT1	¿Quieres abandonar el terreno del gremio?
GUILDLAND_ABANDON_VOTE_RESULT1	Se ha abandonado el terreno del gremio [%s].
GUILDLAND_ABANDON_VOTE_RESULT2	Se ha abandonado el terreno del gremio.
GUILDLAND_ABANDON_VOTE_RESULT3	Resultado de la encuesta:
GUILDLAND_ABANDON_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_ABANDON_VOTE_TEXT	¿De verdad quieres iniciar la encuesta?
GUILDLAND_ABANDON_VOTE_TEXT1	¿Estás a favor de abandonar el terreno del gremio?
GUILDLAND_ACCEPT	Sí
GUILDLAND_DEAL	Vender terreno del gremio
GUILDLAND_DEAL_TEXT1	El gremio [%s] desea vender su
GUILDLAND_DEAL_TEXT2	terreno por [%s] Yang.
GUILDLAND_DEAL_TEXT3	¿Aceptas la oferta?
GUILDLAND_DELA_VOTE	El gremio [%s] quiere comprar nuestro terreno del gremio.
GUILDLAND_DELA_VOTE_RESULT1	Venta de terreno al gremio [%s]
GUILDLAND_DELA_VOTE_RESULT2	La encuesta ha finalizado.
GUILDLAND_DELA_VOTE_RESULT3	Resultado de la encuesta sobre venta de terreno:
GUILDLAND_DELA_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_DELA_VOTE_TEXT	¿A qué gremio quieres venderle tu terreno?
GUILDLAND_DELA_VOTE_TEXT1	¿Estás a favor de vender el terreno del gremio?
GUILDLAND_DONTHAVE_LAND	No tienes ningún terreno del gremio.
GUILDLAND_NOT	No
GUILDLAND_VOTE_TEXT	¿Quieres darle el terreno a [%s]?
GUILDLIST_APPLICANT	¿Quieres presentar tu candidatura?
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	La altura no es de 12 Pixel
GUILDMARK_UPLOADER_ERROR_16_WIDTH	El ancho no es de 16 Pixel
GUILDMARK_UPLOADER_ERROR_64_WIDTH	El ancho no es de 64 Pixel
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	La altura no es de 128 Pixel
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	El juego no soporta esta imagen.
GUILDMARK_UPLOADER_ERROR_PATH	Mueve los datos a la carpeta metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	No se seleccionó una carpeta de imágenes.
GUILDVOTE_CHANGEMASTER	Cambiar de líder del gremio
GUILDVOTE_CHANGEMASTER_RESULT1	El gremio se ha transferido con éxito.
GUILDVOTE_CHANGEMASTER_RESULT2	Has recibido el gremio [%s].
GUILDVOTE_CHANGEMASTER_RESULT3	Transferencia del gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_RESULT4	La encuesta no es válida.
GUILDVOTE_CHANGEMASTER_RESULT5	Nuevo líder del gremio: %s
GUILDVOTE_CHANGEMASTER_TEXT1	¿Quieres entregar el gremio a [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	¿De verdad quieres renunciar al liderazgo del gremio?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Transferencia del gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_VOTETEXT2	¿Estás a favor de que se transfiera el gremio?
GUILDVOTE_MEMBEROUT	Expulsar miembro
GUILDVOTE_MEMBEROUT_AUTH	Te faltan derechos para hacer esto.
GUILDVOTE_MEMBEROUT_NOMAL	¿De verdad quieres expulsar al miembro?
GUILDVOTE_MEMBEROUT_RESULT1	Expulsión del miembro: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT3	Has sido expulsado del gremio [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT5	La encuesta no es válida.
GUILDVOTE_MEMBEROUT_TEXT1	¿De verdad quieres iniciar la encuesta contra [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Encuesta: ¿Expulsar a un miembro del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Encuesta: ¿Habría que expulsar a [%s] del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	En contra
GUILDVOTE_OK	A favor
GUILDVOTE_RESULT_AGGRE_MEMBER	Aceptar: %d
GUILDVOTE_RESULT_ALL_MEMBER	Participar: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Rechazar: %d
GUILDVOTE_RESULT_TIME	%d Días %d Horas %d Minutos %d Segundos
GUILDVOTE_SELECT_ONE	Por favor selecciona un personaje.
GUILDWAR_ALL	Luchas (L)
GUILDWAR_CTF_TITLE	Lucha por bandera
GUILDWAR_DRAW	Empate (E)
GUILDWAR_GAINSCORE_FIFTY	50 puntos
GUILDWAR_GAINSCORE_HUNDRED	100 puntos
GUILDWAR_GAINSCORE_THIRTY	30 puntos
GUILDWAR_GAMETIME_SIXTY	60 minutos
GUILDWAR_GAMETIME_TEN	10 minutos
GUILDWAR_GAMETIME_THIRTY	30 minutos
GUILDWAR_INPUT_OTHERGUILD	Por favor, introduce el gremio enemigo.
GUILDWAR_LADDER	Puntos de clasificación
GUILDWAR_LIMIT_MEMBER_FIVE	La cantidad mínima de participantes es de 5.
GUILDWAR_LOSE	Derrotas (D)
GUILDWAR_NORMAL_TITLE	Batalla de campo
GUILDWAR_OVER_MEMBERCOUNT	Has alcanzado el límite de miembros.
GUILDWAR_QUESTION_LINE_1	El gremio %s le ha declarado la guerra a tu gremio.
GUILDWAR_QUESTION_LINE_2	¿Aceptas? (%s)
GUILDWAR_RANKING	Clasificación
GUILDWAR_RECODE_ALL	%d L, %d V, %d D, %d E
GUILDWAR_SELECT_MEMBER_COUNT	Elige la cantidad de participantes.
GUILDWAR_TYPE_DEFENSE	Lucha de escudos
GUILDWAR_TYPE_TIGER	Lucha de destrucción
GUILDWAR_TYPE_TIME	Ataque temporal
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Guerra en la arena
GUILDWAR_WIN	Victorias (V)
GUILDWAR_WIN_FIVE	Cinco rondas
GUILDWAR_WIN_ONE	Una ronda
GUILDWAR_WIN_THREE	Tres rondas
GUILDWINDOW_BUTTON_BANKGOLDINFO	Registro del almacén del gremio
GUILDWINDOW_BUTTON_BASEABANDON	Abandonar terreno del gremio
GUILDWINDOW_BUTTON_BASEDEAL	Vender terreno del gremio
GUILDWINDOW_BUTTON_BOARD	Notas del gremio
GUILDWINDOW_BUTTON_CHANGEMASTER	Cambiar de líder del gremio
GUILDWINDOW_BUTTON_DECLARE	Declaración de guerra
GUILDWINDOW_BUTTON_DONATE	Donar
GUILDWINDOW_BUTTON_GOLDIN	Depósito
GUILDWINDOW_BUTTON_GOLDOUT	Extracción
GUILDWINDOW_BUTTON_GRADE	Administración de derechos
GUILDWINDOW_BUTTON_GUILDLIST	Lista de gremios
GUILDWINDOW_BUTTON_HEALGSP	Restablecer Fuerza dragón
GUILDWINDOW_BUTTON_INFO	Información del gremio
GUILDWINDOW_BUTTON_LANDINFO	Información del terreno
GUILDWINDOW_BUTTON_MARK	Subir símbolo de gremio
GUILDWINDOW_BUTTON_MEMBER	Miembros
GUILDWINDOW_BUTTON_OFFER	Donar EXP
GUILDWINDOW_BUTTON_OUTMEMBER	Expulsar miembro
GUILDWINDOW_BUTTON_SKILL	Habilidades del gremio
GUILDWINDOW_BUTTON_SYMBOL	Subir bandera del gremio
GUILDWINDOW_BUTTON_VOTECHECK	Comprueba la encuesta
GUILDWINDOW_BUY_GUILD_LAND	Compra de terreno
GUILDWINDOW_CHANGE_BLACKSMITH	Cambiar profesión
GUILDWINDOW_CHANGE_OBJECT	Modificación
GUILDWINDOW_CHANGE_SMELTER	Modificación de horno
GUILDWINDOW_CREATE_OBJECT	Construcción de edificios
GUILDWINDOW_DEAL_GUILD_LAND	Venta de terreno
GUILDWINDOW_GRADE_BANK	Puede utilizar el banco y el almacén del gremio
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Puede expulsar a un miembro del gremio
GUILDWINDOW_GRADE_GRADENAME	Nombre de rango
GUILDWINDOW_GRADE_GRADENUMBER	Número de rango
GUILDWINDOW_GRADE_GUILDWAR	Puede seleccionar miembros para que participen como guerreros
GUILDWINDOW_GRADE_INVITEAUTHORITY	Puede incorporar miembros al gremio
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Puede publicar notas del gremio
GUILDWINDOW_GRADE_SKILLAUTHORITY	Puede utilizar habilidades del gremio
GUILDWINDOW_INFO_LEVEL5	+5% EXP en donac. a gremio
GUILDWINDOW_INFO_LEVEL10	Aumenta el máx. de miembros
GUILDWINDOW_INFO_LEVEL15	Oferta: Fuerza dragón
GUILDWINDOW_INFO_LEVEL20	Banco: exención impositiva
GUILDWINDOW_LAND_TAX	Arriendo
GUILDWINDOW_LIST_ALL	Todos los reinos
GUILDWINDOW_LIST_ALREADY_REGISTER	[Gremio] Ya has solicitado acceso para este gremio.
GUILDWINDOW_LIST_APPLICANT_LIST	Lista de candidatos
GUILDWINDOW_LIST_CHRACTER_JOB	Clase
GUILDWINDOW_LIST_CHRACTER_LV	Nivel
GUILDWINDOW_LIST_CHRACTER_NAME	Nombre del personaje
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Entrenamiento
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Miembros
GUILDWINDOW_LIST_GUILD_LIST	Lista de gremios
GUILDWINDOW_LIST_GUILD_LV	Nivel
GUILDWINDOW_LIST_GUILD_NAME	Gremio
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Gremio] Por favor, introduce el nombre de un gremio.
GUILDWINDOW_LIST_LADDER	Puntos de clasificación
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[Gremio] Este gremio no tiene ningún anuncio.
GUILDWINDOW_LIST_PROMOTE_GUILD	Solicitud
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Lista de gremios
GUILDWINDOW_LIST_RANKING	Posición
GUILDWINDOW_LIST_RANKING_COUNT	Posición
GUILDWINDOW_LIST_REGISTER	Solicitudes
GUILDWINDOW_LIST_REGISTER_GUILD	Solicitar acceso a gremio
GUILDWINDOW_LIST_SEARCH	Buscar
GUILDWINDOW_LIST_SELECT_GUILD	[Gremio] Por favor, escoge un gremio al que solicitar acceso.
GUILDWINDOW_PROMOTE_REFRESH	Publicidad
GUILDWINDOW_PROMOTE_REGISTER	Publicidad
GUILDWINDOW_SP_RECOVER	Fuerza Dragón
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Expansión de altar
GUILDWINDOW_UPGRADE_GUILDBANK	Expansión de banco
GUILD_ATTENDANCE_FAIL_ALREADY	Hoy ya has participado.
GUILD_ATTENDANCE_FAIL_JOIN_TIME	Ahora no puedes participar. La participación se restablece a las 5:00 h.
GUILD_BANKINFO_CLOSE	Cerrar
GUILD_BANKINFO_NAME	Miembro
GUILD_BANKINFO_TYPE	Objeto/Moneda
GUILD_BANKINFO_USETYPE	Acción
GUILD_BANK_CLOSE	Cerrar
GUILD_BANK_INFO	Registro del almacén del gremio
GUILD_BOARD_ID	Miembro
GUILD_BOARD_TEXT	Mensaje
GUILD_BUILDING_FIX_CHANGE	¿De verdad quieres cambiar la posición?
GUILD_BUILDING_FIX_CHANGE_GOLD	Costes: 1 000 000 de Yang
GUILD_BUILDING_FIX_DELETE	¿De verdad quieres borrar el objeto?
GUILD_BUILDING_FIX_NEED_BUILDING	No hay ningún edificio.
GUILD_BUILDING_GRADE	Rank
GUILD_BUILDING_NAME	Nombre del gremio
GUILD_BUILDING_LOG_PLUS	Tronco+
GUILD_CANNOT_HEAL_GSP_ANYMORE	La energía Dragón Fantasma ya se ha recargado completamente.
GUILD_COMMENT	Escribe
GUILD_CREATE_ERROR_INSULT_NAME	Nombre de Gremio no válido.
GUILD_DEFAULT_GRADE	Miembros de Gremio
GUILD_DELETE	Borrar
GUILD_DEPOSIT	Depósito
GUILD_DO_YOU_HEAL_GSP	¿Deseas emplear %d Yang para restaurar %d Dragones Fantasma?
GUILD_DO_YOU_JOIN	te ha invitado. ¿Aceptas entrar en el gremio?
GUILD_DRAGONLAIR_MIN	Mín.
GUILD_DRAGONLAIR_PARTY_ALL	Lista general de los mejores
GUILD_EMPTY_AREA	Tierra vacia
GUILD_ENEMY_GUILD_NAME	Nombre de Gremio del enemigo
GUILD_FACILITY	Dependencias
GUILD_GEM	Gema
GUILD_HEADQUARTER	Edificio Principal
GUILD_HEAL_GSP	Recargar Dragón Fantasma
GUILD_INFO_ENEMY_GUILD_EMPTY	Ninguno
GUILD_MARK_NOT_ENOUGH_LEVEL	Se necesita por lo menos el nivel 3
GUILD_MARK_UPLOAD_NOTICE	Por favor, espera para poder registrar logos de gremios.
GUILD_MEMBER_JOB	Clase
GUILD_MEMBER_KNIGHT	Guerrero
GUILD_MEMBER_LEVEL	Nivel
GUILD_MEMBER_NAME	Miembro
GUILD_MEMBER_RANK	Clasificación
GUILD_MEMBER_SPECIFIC_GRAVITY	EXP donado
GUILD_NAME	Nombre de Gremio
GUILD_NOT_ENOUGH_MATERIAL	No hay suficiente material para este edificio.
GUILD_NOT_ENOUGH_MONEY	No hay suficiente Yang para este edificio.
GUILD_NO_NOTICE_PERMISSION	No tienes los permisos para realizar un anuncio.
GUILD_OBJECT	Objetos
GUILD_OBJECT_POSSIBLE_NEWWORLD	Este edificio solo está disponible en el continente de Yohara.
GUILD_OFFER_EXP	Invertir experiencia
GUILD_SELECT_ONE	Selecciona a un miembro del gremio.
GUILD_SHORT_EXP	No hay suficiente puntos de experiencia.
GUILD_SITE_AUCTION_END_TIME	Subasta de terrenos: %02d/%02d (mes/día) a las %02d:%02d h
GUILD_SITE_AUCTION_END_TIME_DEFAULT	Subasta de terreno: n/a
GUILD_SITE_AUCTION_INFO	Terreno que se oferta: %s / %d,%d
