AURA_BOOST_DRAIN_PER	Absorción adicional +%d%%
DETAILS_TOOLTIP_44	Probabilidad de defensa contra ataques de Chamanes: reduce el daño que se sufre por parte de Chamanes.
DETAILS_TOOLTIP_45	Probabilidad de defensa contra ataques de Lícanos: reduce el daño que se sufre por parte de Lícanos.
DETAILS_TOOLTIP_46	Reduce el daño que causa una espada.
DETAILS_TOOLTIP_47	Reduce el daño que causa un arma a dos manos.
DETAILS_TOOLTIP_48	Reduce el daño que causa una daga.
DETAILS_TOOLTIP_49	Reduce el daño que causa una garra.
DETAILS_TOOLTIP_5	Fuerza contra monstruos: causa más daño a monstruos.
DETAILS_TOOLTIP_50	Reduce el daño que provoca una campana.
DETAILS_TOOLTIP_51	Reduce el daño que provoca un abanico.
DETAILS_TOOLTIP_52	Reduce el daño que provocan un arco y flechas.
DETAILS_TOOLTIP_53	Aumenta la probabilidad de hacer desmayar a un enemigo.
DETAILS_TOOLTIP_54	Aumenta la probabilidad de ralentizar a un enemigo.
DETAILS_TOOLTIP_55	Aumenta la probabilidad de envenenar a un enemigo.
DETAILS_TOOLTIP_56	Reduce el daño que provoca el veneno.
DETAILS_TOOLTIP_57	Aumenta la probabilidad de lograr un ataque de sangrado.
DETAILS_TOOLTIP_58	Resistencia a ataque de sangrado: reduce el daño que provoca un ataque de sangrado.
DETAILS_TOOLTIP_59	Absorbe HP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_6	Fuerte contra monstruos del zodíaco: causa más daño a monstruos del zodíaco.
DETAILS_TOOLTIP_80	Fuerza contra Piedras Metin: causa más daño a Piedras Metin.
DETAILS_TOOLTIP_81	Fuerza contra Jefes: causa más daño a Jefes
DETAILS_TOOLTIP_60	Absorbe SP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_61	Acelera la regeneración de tus puntos de vida.
DETAILS_TOOLTIP_62	Acelera la regeneración de tus puntos de maná.
DETAILS_TOOLTIP_63	Probabilidad de bloquear un ataque cuerpo a cuerpo: aumenta la probabilidad de evadir un ataque cuerpo a cuerpo.
DETAILS_TOOLTIP_64	Probabilidad de evitar flechas: aumenta la probabilidad de evadir el ataque con flechas o a distancia de un monstruo.
DETAILS_TOOLTIP_65	Probabilidad de reflectar golpes cuerpo a cuerpo: se devuelve una parte del daño cuerpo a cuerpo al enemigo.
DETAILS_TOOLTIP_66	Restauración de HP al matar: cuando matas a un enemigo, aumentan tus puntos de vida.
DETAILS_TOOLTIP_67	Restauración de SP al matar: cuando matas a un enemigo, aumentan tus puntos de maná.
DETAILS_TOOLTIP_68	Probabilidad de obtener experiencia doble: aumenta la probabilidad de conseguir una bonificación de EXP cuando derrotas a tu enemigo.
DETAILS_TOOLTIP_69	Probabilidad de obtener el doble de Yang: aumenta tu probabilidad de recibir la cantidad doble de maná.
DETAILS_TOOLTIP_7	Fuerza contra animales: causa más daño a animales salvajes.
DETAILS_TOOLTIP_70	Probabilidad de obtener objetos: aumenta la probabilidad de conseguir el doble de objetos.
DETAILS_TOOLTIP_71	Aumenta tu valor de ataque.
DETAILS_TOOLTIP_72	Aumenta tu valor de defensa.
DETAILS_TOOLTIP_73	Incrementa la ganancia de experiencia.
DETAILS_TOOLTIP_74	Probabilidad de botín de objetos: aumenta la probabilidad de conseguir objetos.
DETAILS_TOOLTIP_75	Probabilidad de botín de Yang: aumenta tu probabilidad de conseguir más Yang.
DETAILS_TOOLTIP_76	Reduce el daño que sufres por un ataque mágico.
DETAILS_TOOLTIP_77	Reduce la resistencia a magia de tu enemigo.
DETAILS_TOOLTIP_8	Fuerza contra esotéricos: causa más daño a esotéricos.
DETAILS_TOOLTIP_9	Fuerza contra demonios: causa más daño a demonios.
DETAILS_TOOLTIP_ATTBONUS_BELL	Fractura de defensa de campana: reduce la defensa de campana de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_BOW	Fractura de defensa de flecha: reduce la defensa de flecha de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_CLAW	Fractura de defensa de garra: reduce la defensa de garra de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_DAGGER	Fractura de defensa de daga: reduce la defensa de daga de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_FAN	Fractura de defensa de abanico: reduce la defensa de abanico de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_SWORD	Fractura de defensa de espada: reduce la defensa de espada de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_TWOHAND	Fractura de defensa de arma a dos manos: reduce la defensa de arma a dos manos de tu enemigo.
DETAILS_TOOLTIP_RESIST_MOUNT_FALL	Resistencia contra caída: reduce la probabilidad de que caigas de tu montura.
DONT_USE_ITEM_WHEN_SHOW_CONFIRM	No se pueden mover objetos durante una petición.
DO_YOU_BUY_ITEM1	%s Eþyasýný %s Yang karþýlýðýnda satýn almak ister misin?
DO_YOU_BUY_ITEM2	%s (%s adet) eþyasýný %s Yang ile karþýlýðýnda almak ister misin?
DO_YOU_BUY_ITEM3	%s ile %s Won ve %s Yang almak ister misin?
DO_YOU_BUY_ITEM4	%s nesnesini (%s adet ) %s Won ve %s Yang karþýlýðýnda satýn almak ister misin?
DO_YOU_DROP_MONEY	%d Yang býrakmak istiyor musun?
DO_YOU_SELL_ITEM1	%s Eþyasýný %s Yang karþýlýðýnda satmak ister misin?
DO_YOU_SELL_ITEM2	%s (%s adet) eþyasýný %s Yang karþýlýðýnda satmak ister misin?
DRAGON_SOUL_CANNOT_REFINE	Esta Pedra do Dragão não pode ser refinada.
DRAGON_SOUL_CANNOT_REFINE_MORE	Esta Pedra do Dragão já se encontra no nível mais alto possível.
DRAGON_SOUL_EQUIP_WARNING1	É difícil remover uma Pedra do Dragão assim que estiver embutida.
DRAGON_SOUL_EQUIP_WARNING2	Ainda gostarias de continuar?
DRAGON_SOUL_EXPIRED	Pedra do Dragão expirada
DRAGON_SOUL_INVALID_DRAGON_SOUL	Essa não é a Pedra do Dragão correcta.
DRAGON_SOUL_IS_NOT_DRAGON_SOUL	Isso não é uma Pedra do Dragão.
DRAGON_SOUL_NOT_DRAGON_SOUL_REFINE_STONE	Essa não é a Pedra do Dragão correcta.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL	Não tens material suficiente para refinar.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL2	Para %s\nprecisas de: %s %dx
DRAGON_SOUL_NOT_ENOUGH_MONEY	Não tens Yang suficiente para mudares o bónus.
DRAGON_SOUL_NOT_MATCHED_SLOT	A Pedra do Dragão não cabe neste espaço.
DRAGON_SOUL_STEP_LEVEL1	Clareza: translúcida.
DRAGON_SOUL_STEP_LEVEL2	Clareza: límpida.
DRAGON_SOUL_STEP_LEVEL3	Clareza: impecável.
DRAGON_SOUL_STEP_LEVEL4	Clareza: brilhante.
DRAGON_SOUL_STEP_LEVEL5	Clareza: excelente.
DRAGON_SOUL_STRENGTH	Nível: +%d	SA
DRAGON_SOUL_UNEQUIP_WARNING1	A Pedra do Dragão pode ser destruída no processo.
DRAGON_SOUL_UNEQUIP_WARNING2	Ainda gostarias de continuar?
DRAGON_SOUL_UNMATCHED_SLOT	Este é o espaço errado.
DRAGON_SOUL_UNQUALIFIED	Ainda não podes usar Alquimia de Pedra do Dragão.
DROP_ITEM_FAILURE_EQUIP_ITEM	Não podes largar Itens equipados.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Não podes largar nenhum Item enquanto tiveres aberto uma Loja Privada.
DROP_MONEY_FAILURE_1000_OVER	Podes largar no máximo 999 Yang de cada vez.
EMOTION_ANGRY	Aborrecido
EMOTION_ATTRACTIVE	Seduzir
EMOTION_BANTER	Troçar
EMOTION_CHEERS_1	Saudações 1
EMOTION_CHEERS_2	Saudações 2
EMOTION_CHEERUP	Festejar
EMOTION_CHOOSE_ONE	Escolhe um alvo
EMOTION_CLAP	Palmas
EMOTION_CLAP_KISS	Beijo
EMOTION_CONGRATULATION	Aprovação
EMOTION_DANCE_1	Dança 1
EMOTION_DANCE_2	Dança 2
EMOTION_DANCE_3	Dança 3
EMOTION_DANCE_4	Dança 4
EMOTION_DANCE_5	Dança 5
EMOTION_DANCE_6	Gumsan Style
EMOTION_FORGIVE	Affetme
EMOTION_FRENCH_KISS	Beso Francés
EMOTION_JOY	Alegría
EMOTION_SAD	Tristeza
EMOTION_SHY	Rejeitar
EMOTION_SIREN	Sirene
EMOTION_SLAP	Golpe
EMPIRE_A	Reino Shinsoo
EMPIRE_B	Reino Chunjo
EMPIRE_C	Reino Jinno
TOOLTIP_DS_SET	Efeito de Conjunto APD	SNA
EMPIRE_SELECT	Seleccione
EMPIRE_SELECT_MODE	Seleccionar Reino
EMOTION_PUSH_UP	Flexiones
EMOTION_DANCE_7	Danza 7
EMOTION_EXERCISE	Calentar
EMOTION_DOZE	Sueño
EMOTION_SELFIE	Selfie
EMOTION_CHARGING	Bateria
EMOTION_NOSAY	Sin palabras
EMOTION_WEATHER_1	Sol
EMOTION_WEATHER_2	Arco Iris
EMOTION_WEATHER_3	Luna
EMOTION_HUNGRY	Hambre
EMOTION_ALCOHOL	Salud
EMOTION_CALL	Llamada
EMOTION_CELEBRATION	Fiesta
EMOTION_LETTER	Carte de amor
EMOTION_BUSY	Estres
EMOTION_WHIRL	Confuz
EMOJI_CHARACTER_STATS_ADD	|Eemoji/key_ctrl|e + |Eemoji/key_lclick|e - Adicionar x10
CHARACTER_CREATE_MALE	Erkek
CHARACTER_CREATE_FEMALE	Kadýn
CHARACTER_CREATE_APPEARANCE1	Görünüm 1
CHARACTER_CREATE_APPEARANCE2	Görünüm 2
INTRO_SELECT_LEVEL	Lv. %d
EXCHANGE_CANNOT_GIVE	Este Item não pode ser negociado.
EXCHANGE_CANT_EDIT_MONEY	Não podes alterar a quantia agora.
EXCHANGE_FAILURE_EQUIP_ITEM	Não podes trocar Itens equipados.
EXCHANGE_MONEY	Quantia
EXCHANGE_TITLE	Negociar com %s (%d)
EXINVEN_USE_ITEM_FAIL_FALL_SHORT	Ainda precisas de %d Expansão(ões) de Inventário.
EXINVEN_USE_ITEM_FAIL_FOURTH_PAGE_STAGE_MAX	O teu inventário atingiu a quantidade máxima de expansões.
EXINVEN_USE_ITEM_QUESTION	Queres expandir o teu inventário usando %d Expansões de Inventário?
FISHING_FAILURE	Perdeste o Isco.
FISHING_NOTIFY1	Parece que %s mordeu o anzol.
FISHING_NOTIFY2	Parece que %s foi capturado.
FISHING_RENEWAL_CANNOT_EMOTION	Não podes expressar emoções enquanto pescas.
FISHING_RENEWAL_CANNOT_OPEN_1	Não podes abrir enquanto pescas-
FISHING_RENEWAL_CANNOT_OPEN_2	Não podes levar esta acção a cabo enquanto pescas.
FISHING_RENEWAL_QUESTION	Algo mordeu o anzol. Queres apanhar?
FISHING_RENEWAL_TIMEOUT	Esperaste demasiado tempo. O peixe fugiu.
FISHING_SUCCESS1	Capturaste %s!
FISHING_SUCCESS2	Tu puxaste %s para fora de água!
FISHING_UNKNOWN	Apanhaste algo mas não consegues ver o que é.
FISHING_WRONG_PLACE	Não podes pescar aqui.
FLOWER_EVENT_USE_ITEM_TEXT1	Queres substituir o efeito activo?
FLOWER_EVENT_USE_ITEM_TEXT2	A tentativa pode falhar e fazer com que a flor murche.
FOR_FEMALE	Para Mulher
FOR_MALE	Para Homem
FRAGMENT_COMB_COST	Custos de combinação: %s
GAME_CANNOT_MINING	Não podes Garimpar enquanto estás montado num cavalo.
GAME_CANNOT_PICK_ITEM	Não podes apanhar este Item porque não o ganhaste.
GAME_GUILDWAR_NOW_JOIN	Queres entrar na Guerra de Guilds?
GAME_INIT_ERROR_CURSOR	O cursor não pôde ser definido.
GAME_INIT_ERROR_DIRECTX	O DirectX 8.1 tem de estar instalado para o jogo poder correr.\nInstala o DirectX 8.1 ou mais alto.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	A Placa gráfica não pôde ser encontrada.\nVerifica se o teu VGA card está devidamente instalado.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	A placa gráfica não pôde ser activada. \nVerifica a tua VGA card.\nEm alternativa, podes activar o acelerador de Hardware.\n(Set hardware accelerator to max \nControl Panel->Display->Settings->Advanced->Troubleshoot tab)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	A Placa Gráfica do computador não suporta o modo janela em 32bit.\nAltera para modo 16bit ou utiliza o modo Ecrã Completo.
GAME_INIT_ERROR_ITEM_PROTO	Não há Item Data.\nInstala o jogo de novo.
GAME_INIT_ERROR_MAIN_WINDOW	O mainframe não pôde ser definido
GAME_INIT_ERROR_MOB_PROTO	Não há Monster Data.\nInstala o jogo de novo.
GAME_INIT_ERROR_NETWORK	Não foi possível definir Dispositivos de Rede.\nVerifica a tua ligação de Internet.
GAME_PICK_MONEY	Recebeste %d Yang.
GUILDBANK_CLEARBANK	Atenção: O Armazém da Guild tem de ser esvaziado!
GUILDBANK_DONT_MONEY_OUT	Não tens qualquer Yang no Banco da Guild!
GUILDBANK_GOLD_IN	Depositar
GUILDBANK_GOLD_OUT	Levantar
GUILDBANK_ITEM_IN	Armazenar
GUILDBANK_ITEM_OUT	Remover
GUILDBANK_MONEYIN	Depositar Yang
GUILDBANK_MONEYOUT	Levantar Yang
GUILDBANK_NOTUSE	Não tens as permissões necessárias.
GUILDBANK_NOT_ENOUGH_MONEY	Não tens Yang suficiente para depositar.
GUILDBANK_OVER_INCOME	Limite de conta atingido.
GUILDBANK_OVER_MONEY	A conta da guild está cheia.
GUILDLAND_ABANDON	Abandonar Território da Guild
GUILDLAND_ABANDON_VOTE	Abandonar el terreno de tu gremio [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	Se ha abandonado el terreno del gremio [%s].
GUILDLAND_ABANDON_VOTE_RESULT2	Se ha abandonado el terreno del gremio.
GUILDLAND_ABANDON_VOTE_RESULT3	Resultado de la encuesta:
GUILDLAND_ABANDON_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_ABANDON_VOTE_TEXT	¿De verdad quieres iniciar la encuesta?
GUILDLAND_ABANDON_VOTE_TEXT1	¿Estás a favor de abandonar el terreno del gremio?
GUILDLAND_ACCEPT	Sim
GUILDLAND_DEAL	Vender terreno del gremio
GUILDLAND_DEAL_TEXT1	El gremio [%s] desea vender su
GUILDLAND_DEAL_TEXT2	terreno por [%s] Yang.
GUILDLAND_DEAL_TEXT3	¿Aceptas la oferta?
GUILDLAND_DELA_VOTE	El gremio [%s] quiere comprar nuestro terreno del gremio.
GUILDLAND_DELA_VOTE_RESULT1	Venta de terreno al gremio [%s]
GUILDLAND_DELA_VOTE_RESULT2	La encuesta ha finalizado.
GUILDLAND_DELA_VOTE_RESULT3	Resultado de la encuesta sobre venta de terreno:
GUILDLAND_DELA_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_DELA_VOTE_TEXT	¿A qué gremio quieres venderle tu terreno?
GUILDLAND_DELA_VOTE_TEXT1	¿Estás a favor de vender el terreno del gremio?
GUILDLAND_DONTHAVE_LAND	Não possuis qualquer território de guild.
GUILDLAND_NOT	Não
GUILDLAND_VOTE_TEXT	¿Quieres darle el terreno a [%s]?
GUILDLIST_APPLICANT	Queres enviar uma aplicação?
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	A altura não é 12 Pixeis
GUILDMARK_UPLOADER_ERROR_16_WIDTH	A Largura não é 16 Pixeis
GUILDMARK_UPLOADER_ERROR_64_WIDTH	A Largura não é 64 Pixeis
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	A altura não é 128 Pixeis
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	O jogo não suporta esta imagem.
GUILDMARK_UPLOADER_ERROR_PATH	Move os dados para a pasta metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	Nenhum ficheiro de imagem foi escolhido.
GUILDVOTE_CHANGEMASTER	Cambiar de líder del gremio
GUILDVOTE_CHANGEMASTER_RESULT1	El gremio se ha transferido con éxito.
GUILDVOTE_CHANGEMASTER_RESULT2	Has recibido el gremio [%s].
GUILDVOTE_CHANGEMASTER_RESULT3	Transferencia del gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_RESULT4	La encuesta no es válida.
GUILDVOTE_CHANGEMASTER_RESULT5	Nuevo líder del gremio: %s
GUILDVOTE_CHANGEMASTER_TEXT1	¿Quieres entregar el gremio a [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	¿De verdad quieres renunciar al liderazgo del gremio?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Transferencia del gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_VOTETEXT2	¿Estás a favor de que se transfiera el gremio?
GUILDVOTE_MEMBEROUT	Expulsar miembro
GUILDVOTE_MEMBEROUT_AUTH	Te faltan derechos para hacer esto.
GUILDVOTE_MEMBEROUT_NOMAL	¿De verdad quieres expulsar al miembro?
GUILDVOTE_MEMBEROUT_RESULT1	Expulsión del miembro: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT3	Has sido expulsado del gremio [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT5	La encuesta no es válida.
GUILDVOTE_MEMBEROUT_TEXT1	¿De verdad quieres iniciar la encuesta contra [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Encuesta: ¿Expulsar a un miembro del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Encuesta: ¿Habría que expulsar a [%s] del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	En contra
GUILDVOTE_OK	A favor
GUILDVOTE_RESULT_AGGRE_MEMBER	Kabul eden: %d
GUILDVOTE_RESULT_ALL_MEMBER	Katýlýmcý: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Reddeden: %d
GUILDVOTE_RESULT_TIME	%d Gün %d Saat %d Dakika %d Saniye
GUILDVOTE_SELECT_ONE	Lütfen bir karakter seç.
GUILDWAR_ALL	Batalhas (B)
GUILDWAR_CTF_TITLE	Capturar a Bandeira
GUILDWAR_DRAW	Empates (E)
GUILDWAR_GAINSCORE_FIFTY	50 pontos
GUILDWAR_GAINSCORE_HUNDRED	100 pontos
GUILDWAR_GAINSCORE_THIRTY	30 pontos
GUILDWAR_GAMETIME_SIXTY	60 minutos
GUILDWAR_GAMETIME_TEN	10 minutos
GUILDWAR_GAMETIME_THIRTY	30 minutos
GUILDWAR_INPUT_OTHERGUILD	Por favor introduz a guild adversária.
GUILDWAR_LADDER	Pontos de Posição
GUILDWAR_LIMIT_MEMBER_FIVE	Mínimo de 5 participantes.
GUILDWAR_LOSE	Derrotas (D)
GUILDWAR_NORMAL_TITLE	Batalha Campal
GUILDWAR_OVER_MEMBERCOUNT	Atingiste o limite de membros.
GUILDWAR_QUESTION_LINE_1	A Guild %s declarou guerra à tua Guild.
GUILDWAR_QUESTION_LINE_2	Aceitas? (%s)
GUILDWAR_RANKING	Posição
GUILDWAR_RECODE_ALL	%d B, %d V, %d D, %d E
GUILDWAR_SELECT_MEMBER_COUNT	Selecciona o número de participantes.
GUILDWAR_TYPE_DEFENSE	Batalha de Escudo
GUILDWAR_TYPE_TIGER	Aniquilação
GUILDWAR_TYPE_TIME	Contra-Relógio
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Arena de Guerra
GUILDWAR_WIN	Vitórias (V)
GUILDWAR_WIN_FIVE	5 rondas
GUILDWAR_WIN_ONE	1 ronda
GUILDWAR_WIN_THREE	3 rondas
GUILDWINDOW_BUTTON_BANKGOLDINFO	Registo do Armazém da Guild
GUILDWINDOW_BUTTON_BASEABANDON	Abandonar Território da Guild
GUILDWINDOW_BUTTON_BASEDEAL	Vender Território de Guild
GUILDWINDOW_BUTTON_BOARD	Mensagens de Guild
GUILDWINDOW_BUTTON_CHANGEMASTER	Mudar Líder da Guild
GUILDWINDOW_BUTTON_DECLARE	Declarar Guerra
GUILDWINDOW_BUTTON_DONATE	Doar
GUILDWINDOW_BUTTON_GOLDIN	Depositar
GUILDWINDOW_BUTTON_GOLDOUT	Levantar
GUILDWINDOW_BUTTON_GRADE	Gerir Permissões
GUILDWINDOW_BUTTON_GUILDLIST	Lista de Guilds
GUILDWINDOW_BUTTON_HEALGSP	Restaurar Poder do Deus Dragão
GUILDWINDOW_BUTTON_INFO	Informações da Guild
GUILDWINDOW_BUTTON_LANDINFO	Informações do Território
GUILDWINDOW_BUTTON_MARK	Carregar Símbolo da Guild
GUILDWINDOW_BUTTON_MEMBER	Membro
GUILDWINDOW_BUTTON_OFFER	Doar EXP
GUILDWINDOW_BUTTON_OUTMEMBER	Remover Membro
GUILDWINDOW_BUTTON_SKILL	Habilidades de Guild
GUILDWINDOW_BUTTON_SYMBOL	Carregar Bandeira da Guild
GUILDWINDOW_BUTTON_VOTECHECK	Confira a pesquisa
GUILDWINDOW_BUY_GUILD_LAND	Comprar Território
GUILDWINDOW_CHANGE_BLACKSMITH	Mudar profissão
GUILDWINDOW_CHANGE_OBJECT	Reconstrução
GUILDWINDOW_CHANGE_SMELTER	Mudar Fornalha
GUILDWINDOW_CREATE_OBJECT	Construção
GUILDWINDOW_DEAL_GUILD_LAND	Vender Território
GUILDWINDOW_GRADE_BANK	Pode usar banco e armazém da Guild
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Pode remover membros da guild
GUILDWINDOW_GRADE_GRADENAME	Nome do Posto
GUILDWINDOW_GRADE_GRADENUMBER	Número do Posto
GUILDWINDOW_GRADE_GUILDWAR	Pode seleccionar membros para se juntarem como combatentes
GUILDWINDOW_GRADE_INVITEAUTHORITY	Pode aceitar jogadores na guild
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Pode compor mensagens de guild
GUILDWINDOW_GRADE_SKILLAUTHORITY	Pode usar habilidades de guild
GUILDWINDOW_INFO_LEVEL5	+5% EXP em doações de guild
GUILDWINDOW_INFO_LEVEL10	Aumento do máx. de membros
GUILDWINDOW_INFO_LEVEL15	Redução Custo Poder do D.D.
GUILDWINDOW_INFO_LEVEL20	Banco: Isenção de imposto
GUILDWINDOW_LAND_TAX	Renda
GUILDWINDOW_LIST_ALL	Todos os Reinos
GUILDWINDOW_LIST_ALREADY_REGISTER	[Guild] Já enviaste uma aplicação.
GUILDWINDOW_LIST_APPLICANT_LIST	Lista de Aplicações
GUILDWINDOW_LIST_CHRACTER_JOB	Classe
GUILDWINDOW_LIST_CHRACTER_LV	Nível
GUILDWINDOW_LIST_CHRACTER_NAME	Nome de Personagem
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Subclasse
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Membro
GUILDWINDOW_LIST_GUILD_LIST	Lista de Guilds
GUILDWINDOW_LIST_GUILD_LV	Nível
GUILDWINDOW_LIST_GUILD_NAME	Guild
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Guild] Por favor introduz um nome de guild.
GUILDWINDOW_LIST_LADDER	Pontos de Posição
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[Guild] Esta guild não está a publicitar.
GUILDWINDOW_LIST_PROMOTE_GUILD	Aplicação
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Lista de Guilds
GUILDWINDOW_LIST_RANKING	Posição
GUILDWINDOW_LIST_RANKING_COUNT	Posição
GUILDWINDOW_LIST_REGISTER	Aplicações
GUILDWINDOW_LIST_REGISTER_GUILD	Enviar aplicação à guild
GUILDWINDOW_LIST_SEARCH	Procurar
GUILDWINDOW_LIST_SELECT_GUILD	[Guild] Por favor selecciona uma guild à qual enviar a aplicação.
GUILDWINDOW_PROMOTE_REFRESH	Anunciar
GUILDWINDOW_PROMOTE_REGISTER	Anunciar
GUILDWINDOW_SP_RECOVER	Poder do Deus Dragão
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Melhorar Altar
GUILDWINDOW_UPGRADE_GUILDBANK	Melhorar Banco
GUILD_ATTENDANCE_FAIL_ALREADY	Já participaste hoje.
GUILD_ATTENDANCE_FAIL_JOIN_TIME	Não podes participar agora. A participação é reinicializada todos os dias às 5:00.
GUILD_BANKINFO_CLOSE	Fechar
GUILD_BANKINFO_NAME	Membro
GUILD_BANKINFO_TYPE	Item/Moeda
GUILD_BANKINFO_USETYPE	Acção
GUILD_BANK_CLOSE	Fechar
GUILD_BANK_INFO	Registo do Armazém da Guild
GUILD_BOARD_ID	Membro
GUILD_BOARD_TEXT	Mensagem
GUILD_BUILDING_FIX_CHANGE	Queres mesmo mudar a posição?
GUILD_BUILDING_FIX_CHANGE_GOLD	Custo: 1.000.000 Yang
GUILD_BUILDING_FIX_DELETE	Queres mesmo apagar o objecto?
GUILD_BUILDING_FIX_NEED_BUILDING	Nenhum edifício presente.
GUILD_BUILDING_GRADE	Nível
GUILD_BUILDING_NAME	Nome da guilda
GUILD_BUILDING_LOG_PLUS	Tronco+
GUILD_CANNOT_HEAL_GSP_ANYMORE	A Energia dos Dragões Fantasma já está no máximo.
GUILD_COMMENT	Escrever
GUILD_CREATE_ERROR_INSULT_NAME	O nome da Guild não é válido.
GUILD_DEFAULT_GRADE	Membros da Guild
GUILD_DELETE	Apagar
GUILD_DEPOSIT	Depositar
GUILD_DO_YOU_HEAL_GSP	Queres usar %d Yang para restaurares %d unidades de Dragões Fantasma?
GUILD_DO_YOU_JOIN	fez-te um convite. Queres juntar-te à Guild?
GUILD_DRAGONLAIR_MIN	min.
GUILD_DRAGONLAIR_PARTY_ALL	Classificações Gerais
GUILD_EMPTY_AREA	Terreno Vazio
GUILD_ENEMY_GUILD_NAME	Nome da Guild inimiga
GUILD_FACILITY	Anexo
GUILD_GEM	Pedra Preciosa
GUILD_HEADQUARTER	Edifício Principal
GUILD_HEAL_GSP	Restaurar Dragões Fantasma
GUILD_INFO_ENEMY_GUILD_EMPTY	Nenhum
GUILD_MARK_NOT_ENOUGH_LEVEL	A guild necessita de nível 3 para usar icon de guild
GUILD_MARK_UPLOAD_NOTICE	Por favor espera um momento para poderes adicionar logótipos de Guild.
GUILD_MEMBER_JOB	Classe
GUILD_MEMBER_KNIGHT	Combatente
GUILD_MEMBER_LEVEL	Nível
GUILD_MEMBER_NAME	Membro
GUILD_MEMBER_RANK	Posto
GUILD_MEMBER_SPECIFIC_GRAVITY	EXP Doada
GUILD_NAME	Nome da Guild
GUILD_NOT_ENOUGH_MATERIAL	Não tens recursos de construção suficientes para este edifício.
GUILD_NOT_ENOUGH_MONEY	Não tens Yang suficiente para este edifício.
GUILD_NO_NOTICE_PERMISSION	Não tens permissões para fazer um anúncio.
GUILD_OBJECT	Objectos
GUILD_OBJECT_POSSIBLE_NEWWORLD	Este edifício só está disponível no continente de Yohara.
GUILD_OFFER_EXP	Experiência a investir
GUILD_SELECT_ONE	Escolhe um membro da Guild.
GUILD_SHORT_EXP	Pontos de Experiência insuficientes.
GUILD_SITE_AUCTION_END_TIME	Leilão de Território: %02d/%02d (mês/dia), às %02d:%02d
GUILD_SITE_AUCTION_END_TIME_DEFAULT	Leilão de território: N/D
GUILD_SITE_AUCTION_INFO	Território em oferta: %s / %d,%d
GUILD_SITE_AUCTION_INFO_DEFAULT	Território em oferta: N/D
GUILD_SITE_AUCTION_MAP_INFO	Data (mês/dia): %02d/%02d; Hora: %02d:%02d
GUILD_SITE_AUCTION_STATE_NONE	Todas as licitações foram enviadas.
