AURA_BOOST_DRAIN_PER	Absorción adicional +%d%%
DETAILS_TOOLTIP_54	Aumenta la probabilidad de ralentizar a un enemigo.
DETAILS_TOOLTIP_55	Aumenta la probabilidad de envenenar a un enemigo.
DETAILS_TOOLTIP_56	Reduce el daño que provoca el veneno.
DETAILS_TOOLTIP_57	Aumenta la probabilidad de lograr un ataque de sangrado.
DETAILS_TOOLTIP_58	Resistencia a ataque de sangrado: reduce el daño que provoca un ataque de sangrado.
DETAILS_TOOLTIP_59	Absorbe HP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_6	Fuerte contra monstruos del zodíaco: causa más daño a monstruos del zodíaco.
DETAILS_TOOLTIP_80	Fuerza contra Piedras Metin: causa más daño a Piedras Metin.
DETAILS_TOOLTIP_81	Fuerza contra Jefes: causa más daño a Jefes
DETAILS_TOOLTIP_60	Absorbe SP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_61	Acelera la regeneración de tus puntos de vida.
DETAILS_TOOLTIP_62	Acelera la regeneración de tus puntos de maná.
DETAILS_TOOLTIP_63	Probabilidad de bloquear un ataque cuerpo a cuerpo: aumenta la probabilidad de evadir un ataque cuerpo a cuerpo.
DETAILS_TOOLTIP_64	Probabilidad de evitar flechas: aumenta la probabilidad de evadir el ataque con flechas o a distancia de un monstruo.
DETAILS_TOOLTIP_65	Probabilidad de reflectar golpes cuerpo a cuerpo: se devuelve una parte del daño cuerpo a cuerpo al enemigo.
DETAILS_TOOLTIP_66	Restauración de HP al matar: cuando matas a un enemigo, aumentan tus puntos de vida.
DETAILS_TOOLTIP_67	Restauración de SP al matar: cuando matas a un enemigo, aumentan tus puntos de maná.
DETAILS_TOOLTIP_68	Probabilidad de obtener experiencia doble: aumenta la probabilidad de conseguir una bonificación de EXP cuando derrotas a tu enemigo.
DETAILS_TOOLTIP_69	Probabilidad de obtener el doble de Yang: aumenta tu probabilidad de recibir la cantidad doble de maná.
DETAILS_TOOLTIP_7	Fuerza contra animales: causa más daño a animales salvajes.
DETAILS_TOOLTIP_70	Probabilidad de obtener objetos: aumenta la probabilidad de conseguir el doble de objetos.
DETAILS_TOOLTIP_71	Aumenta tu valor de ataque.
DETAILS_TOOLTIP_72	Aumenta tu valor de defensa.
DETAILS_TOOLTIP_73	Incrementa la ganancia de experiencia.
DETAILS_TOOLTIP_74	Probabilidad de botín de objetos: aumenta la probabilidad de conseguir objetos.
DETAILS_TOOLTIP_75	Probabilidad de botín de Yang: aumenta tu probabilidad de conseguir más Yang.
DETAILS_TOOLTIP_76	Reduce el daño que sufres por un ataque mágico.
DETAILS_TOOLTIP_77	Reduce la resistencia a magia de tu enemigo.
DETAILS_TOOLTIP_8	Fuerza contra esotéricos: causa más daño a esotéricos.
DETAILS_TOOLTIP_9	Fuerza contra demonios: causa más daño a demonios.
DETAILS_TOOLTIP_ATTBONUS_BELL	Fractura de defensa de campana: reduce la defensa de campana de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_BOW	Fractura de defensa de flecha: reduce la defensa de flecha de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_CLAW	Fractura de defensa de garra: reduce la defensa de garra de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_DAGGER	Fractura de defensa de daga: reduce la defensa de daga de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_FAN	Fractura de defensa de abanico: reduce la defensa de abanico de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_SWORD	Fractura de defensa de espada: reduce la defensa de espada de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_TWOHAND	Fractura de defensa de arma a dos manos: reduce la defensa de arma a dos manos de tu enemigo.
DETAILS_TOOLTIP_RESIST_MOUNT_FALL	Resistencia contra caída: reduce la probabilidad de que caigas de tu montura.
DONT_USE_ITEM_WHEN_SHOW_CONFIRM	Vous ne pouvez pas déplacer d'objets pendant une requête.
DO_YOU_BUY_ITEM1	Voulez-vous acheter %s pour %s Yangs ?
DO_YOU_BUY_ITEM2	Voulez-vous acheter %s (%s unités) pour %s Yangs ?
DO_YOU_BUY_ITEM3	Souhaitez-vous acheter %s pour %s Wons et %s Yangs ?
DO_YOU_BUY_ITEM4	Souhaitez-vous acheter %s (%s unités) pour %s Wons et %s Yangs ?
DO_YOU_DROP_MONEY	Voulez-vous abandonner %d Yangs ?
DO_YOU_SELL_ITEM1	Voulez-vous vendre %s pour %s Yangs ?
DO_YOU_SELL_ITEM2	Voulez-vous vendre %s (%s unités) pour %s Yangs ?
DRAGON_SOUL_CANNOT_REFINE	Vous ne pouvez pas raffiner cette pierre-dragon.
DRAGON_SOUL_CANNOT_REFINE_MORE	Dieser Drachenstein hat die höchste Stufe bereits erreicht.
DRAGON_SOUL_EQUIP_WARNING1	Es ist schwierig, einen Drachenstein wieder zu entfernen.
DRAGON_SOUL_EQUIP_WARNING2	Möchtest du dennoch fortfahren?
DRAGON_SOUL_EXPIRED	Abgelaufener Drachenstein
DRAGON_SOUL_INVALID_DRAGON_SOUL	Das ist der falsche Drachenstein.
DRAGON_SOUL_IS_NOT_DRAGON_SOUL	Das ist kein Drachenstein.
DRAGON_SOUL_NOT_DRAGON_SOUL_REFINE_STONE	Das ist nicht der richtige Drachenstein.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL	Du hast nicht genug Material zum Veredeln.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL2	Für deinen %s\n benötigst du: %s %dx
DRAGON_SOUL_NOT_ENOUGH_MONEY	Du hast nicht genug Yang, um den Bonus zu ändern.
DRAGON_SOUL_NOT_MATCHED_SLOT	Der Drachenstein passt nicht in diesen Slot.
DRAGON_SOUL_STEP_LEVEL1	Reinheit: matt,
DRAGON_SOUL_STEP_LEVEL2	Reinheit: klar,
DRAGON_SOUL_STEP_LEVEL3	Reinheit: lupenrein,
DRAGON_SOUL_STEP_LEVEL4	Reinheit: brillant,
DRAGON_SOUL_STEP_LEVEL5	Reinheit: exzellent,
DRAGON_SOUL_STRENGTH	Stufe: +%d	SA
DRAGON_SOUL_UNEQUIP_WARNING1	Der Drachenstein könnte dabei zerstört werden.
DRAGON_SOUL_UNEQUIP_WARNING2	Möchtest du dennoch fortfahren?
DRAGON_SOUL_UNMATCHED_SLOT	Das ist der falsche Slot.
DRAGON_SOUL_UNQUALIFIED	Du kannst die Drachensteinalchemie noch nicht anwenden.
DROP_ITEM_FAILURE_EQUIP_ITEM	Du kannst keine ausgerüsteten Gegenstände fallen lassen.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Du kannst keine Gegenstände fallen lassen, solange du einen privaten Laden geöffnet hast.
DROP_MONEY_FAILURE_1000_OVER	Du kannst nur maximal 999 Yang fallen lassen.
DUNGEON_INFO_TOOL_TIP	Dungeon Information
DUNGEON_INFO_TOOL_TIP_01	In this window you can find all the available dungeons.
DUNGEON_INFO_TOOL_TIP_02	Each dungeon listed in the left panel shows various
DUNGEON_INFO_TOOL_TIP_03	information about it as well as showing which items
DUNGEON_INFO_TOOL_TIP_04	the finall boss drops.
DUNGEON_INFO_TOOL_TIP_05	You are also able to teleport to the entrance of the
DUNGEON_INFO_TOOL_TIP_06	dungeon if it's available.
DUNGEON_INFO_TOOL_TIP_07	In the right panel you can find your results as well
DUNGEON_INFO_TOOL_TIP_08	as the global ranking of the top 10 players.
DUNGEON_INFO_STATUS_CLOSED	Closed
DUNGEON_INFO_STATUS_AVAILABLE	¡ Available !
DUNGEON_INFO_STATUS_COOLDOWN	Cooldown
DUNGEON_INFO_STATUS_HIGH_LEVEL	¡ Level too high !
DUNGEON_INFO_STATUS_LOW_LEVEL	¡ Level too low !
DUNGEON_INFO_DO_YOU_TELEPORT	Do you want to teleport to %s?
DUNGEON_INFO_ELEMENT_ATK_BONUS	Attack Bonus
DUNGEON_INFO_ELEMENT_DEF_AND_RES_BONUS	Defense and Resistance Bonus
DUNGEON_INFO_ELEMENT_UNKOWN_BONUS	Unkown bonus required
DUNGEON_INFO_TYPE_01	Global
DUNGEON_INFO_TYPE_02	Party
DUNGEON_INFO_TYPE_03	Guild
DUNGEON_INFO_TYPE	Type : %s
DUNGEON_INFO_LEVEL_LIMIT	Level limit : %d to %d
DUNGEON_INFO_PARTY_LIMIT	Party member limit : %d to %d
DUNGEON_INFO_DURATION	Duration : %s
DUNGEON_INFO_COOLDOWN	Cooldown : %s
DUNGEON_INFO_LOCATION	Location : %s
DUNGEON_INFO_ENTRACE	Entrace : %s
DUNGEON_INFO_TOTAL_FINISHED	Final classification : %d
DUNGEON_INFO_FASTEST_TIME	Fastest Time : %s
DUNGEON_INFO_HIGHEST_DMG	Highest Damage : %s
DUNGEON_INFO_NONE	None
DUNGEON_INFO_MINIMAP_TOOL_TIP	Dungeon Information
DUNGEON_INFO_NOT_FOUND	No dungeons have been found.
DUNGEON_RANKING_TOTAL_FINISHED	Total Finished
DUNGEON_RANKING_FASTEST_TIME	Fastest time
DUNGEON_RANKING_HIGHEST_DMG	Highest damage
DUNGEON_RANKING_POINTS	Points
EMOTION_ANGRY	Contrarié
EMOTION_ATTRACTIVE	Séduction
EMOTION_BANTER	Moqueur
EMOTION_CHEERS_1	Jubilation 1
EMOTION_CHEERS_2	Jubilation 2
EMOTION_CHEERUP	Jubilation
EMOTION_CHOOSE_ONE	Choisissez une cible.
EMOTION_CLAP	Applaudissements
EMOTION_CLAP_KISS	Bise
EMOTION_CONGRATULATION	Approbation
EMOTION_DANCE_1	Danse 1
EMOTION_DANCE_2	Danse 2
EMOTION_DANCE_3	Danse 3
EMOTION_DANCE_4	Danse 4
EMOTION_DANCE_5	Danse 5
EMOTION_DANCE_6	Gumsan Style
EMOTION_FORGIVE	Affetme
EMOTION_FRENCH_KISS	Beso Francés
EMOTION_JOY	Alegría
EMOTION_SAD	Tristeza
EMOTION_SHY	Rejeitar
EMOTION_SIREN	Sirene
EMOTION_SLAP	Golpe
EMPIRE_A	Reino Shinsoo
EMPIRE_B	Reino Chunjo
EMPIRE_C	Reino Jinno
TOOLTIP_DS_SET	DSS Set Effect	SNA
EMPIRE_SELECT	Seleccione
EMPIRE_SELECT_MODE	Choose empire
EMOTION_PUSH_UP	Flexiones
EMOTION_DANCE_7	Danza 7
EMOTION_EXERCISE	Calentar
EMOTION_DOZE	Sueño
EMOTION_SELFIE	Selfie
EMOTION_CHARGING	Bateria
EMOTION_NOSAY	Sin palabras
EMOTION_WEATHER_1	Sol
EMOTION_WEATHER_2	Arco Iris
EMOTION_WEATHER_3	Luna
EMOTION_HUNGRY	Hambre
EMOTION_ALCOHOL	Salud
EMOTION_CALL	Llamada
EMOTION_CELEBRATION	Fiesta
EMOTION_LETTER	Carte de amor
EMOTION_BUSY	Estres
EMOTION_WHIRL	Confuz
EMOJI_CHARACTER_STATS_ADD	|Eemoji/key_ctrl|e + |Eemoji/key_lclick|e - Add x10
CHARACTER_CREATE_MALE	Male
CHARACTER_CREATE_FEMALE	Female
CHARACTER_CREATE_APPEARANCE1	Appearance 1
CHARACTER_CREATE_APPEARANCE2	Appearance 2
INTRO_SELECT_LEVEL	Lv. %d
EXCHANGE_CANNOT_GIVE	This item cannot be traded.
EXCHANGE_CANT_EDIT_MONEY	You cannot change the sum now.
EXCHANGE_FAILURE_EQUIP_ITEM	You cannot exchange equipped Items.
EXCHANGE_MONEY	Sum
EXCHANGE_TITLE	Trade with %s (%d)
EXINVEN_USE_ITEM_FAIL_FALL_SHORT	You still require %d Inventory Expansion(s).
EXINVEN_USE_ITEM_FAIL_FOURTH_PAGE_STAGE_MAX	Your inventory has reached the maximum number of expansions.
EXINVEN_USE_ITEM_QUESTION	Do you want to expand your inventory using %d Inventory Expansions?
FISHING_FAILURE	You lost the Bait.
FISHING_NOTIFY1	It looks like %s is hooked.
FISHING_NOTIFY2	It looks like %s is on the hook.
FISHING_RENEWAL_CANNOT_EMOTION	You cannot express emotions while fishing.
FISHING_RENEWAL_CANNOT_OPEN_1	You cannot open it while fishing.
FISHING_RENEWAL_CANNOT_OPEN_2	You cannot carry out this action while fishing.
FISHING_RENEWAL_QUESTION	You've got a bite. Do you want to catch it?
FISHING_RENEWAL_TIMEOUT	You waited too long. The fish got away.
FISHING_SUCCESS1	You captured %s!
FISHING_SUCCESS2	You have pulled %s out of the water!
FISHING_UNKNOWN	Something has taken the bait but you can't see what it is.
FISHING_WRONG_PLACE	You cannot go fishing here.
FLOWER_EVENT_USE_ITEM_TEXT1	Do you want to replace the active effect?
FLOWER_EVENT_USE_ITEM_TEXT2	The attempt may fail causing the flower to wilt.
FOR_FEMALE	for female
FOR_MALE	for male
FRAGMENT_COMB_COST	Combination costs: %s
GAME_CANNOT_MINING	You cannot mine Ore while riding.
GAME_CANNOT_PICK_ITEM	You cannot collect this Item as you did not win it.
GAME_GUILDWAR_NOW_JOIN	Do you want to join the guild war?
GAME_INIT_ERROR_CURSOR	The cursor could not be established.
GAME_INIT_ERROR_DIRECTX	DirectX 8.1 must be installed so that the game can run.\nInstall DirectX 8.1 or higher.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	No graphic device could be found. \nCheck if your VGA card is correctly installed.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Graphic device could not be established. \nCheck if you have a VGA card. \nAlternatively, you can active the hardware accelerator.\n(Set hardware accelerator to max \nControl Panel->Display->Settings->Advanced->Troubleshoot tab)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	The graphics card of the computer does not support the window mode in 32bit Mode. \nChange to 16bit Mode or use Full Screen Mode.
GAME_INIT_ERROR_ITEM_PROTO	No Item data there.\nInstall the game again.
GAME_INIT_ERROR_MAIN_WINDOW	Mainframe could not be established
GAME_INIT_ERROR_MOB_PROTO	No Monster Data there.\nInstall the game again.
GAME_INIT_ERROR_NETWORK	Network devices could not be established.\nCheck your internet connection.
GAME_PICK_MONEY	You have received %d Yang
GUILDBANK_CLEARBANK	Warning: The Guild Warehouse must be emptied!
GUILDBANK_DONT_MONEY_OUT	You don't have any Yang in the guild bank!
GUILDBANK_GOLD_IN	Deposit
GUILDBANK_GOLD_OUT	Withdrawal
GUILDBANK_ITEM_IN	Store
GUILDBANK_ITEM_OUT	Remove
GUILDBANK_MONEYIN	Deposit Yang
GUILDBANK_MONEYOUT	Withdraw Yang
GUILDBANK_NOTUSE	You do not have the necessary permissions.
GUILDBANK_NOT_ENOUGH_MONEY	You do not have enough Yang to deposit.
GUILDBANK_OVER_INCOME	Account limit reached.
GUILDBANK_OVER_MONEY	The guild account is full.
GUILDLAND_ABANDON	Abandon Guild Territory
GUILDLAND_ABANDON_TEXT1	Do you want to abandon the guild territory?
GUILDLAND_ABANDON_VOTE_RESULT1	Se ha abandonado el terreno del gremio [%s].
GUILDLAND_ABANDON_VOTE_RESULT2	Se ha abandonado el terreno del gremio.
GUILDLAND_ABANDON_VOTE_RESULT3	Resultado de la encuesta:
GUILDLAND_ABANDON_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_ABANDON_VOTE_TEXT	¿De verdad quieres iniciar la encuesta?
GUILDLAND_ABANDON_VOTE_TEXT1	¿Estás a favor de abandonar el terreno del gremio?
GUILDLAND_ACCEPT	Yes
GUILDLAND_DEAL	Vender terreno del gremio
GUILDLAND_DEAL_TEXT1	El gremio [%s] desea vender su
GUILDLAND_DEAL_TEXT2	terreno por [%s] Yang.
GUILDLAND_DEAL_TEXT3	¿Aceptas la oferta?
GUILDLAND_DELA_VOTE	El gremio [%s] quiere comprar nuestro terreno del gremio.
GUILDLAND_DELA_VOTE_RESULT1	Venta de terreno al gremio [%s]
GUILDLAND_DELA_VOTE_RESULT2	La encuesta ha finalizado.
GUILDLAND_DELA_VOTE_RESULT3	Resultado de la encuesta sobre venta de terreno:
GUILDLAND_DELA_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_DELA_VOTE_TEXT	¿A qué gremio quieres venderle tu terreno?
GUILDLAND_DELA_VOTE_TEXT1	¿Estás a favor de vender el terreno del gremio?
GUILDLAND_DONTHAVE_LAND	You do not own any guild territory.
GUILDLAND_NOT	No
GUILDLAND_VOTE_TEXT	¿Quieres darle el terreno a [%s]?
GUILDLIST_APPLICANT	Do you want to apply?
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	Height is not 12 Pixel
GUILDMARK_UPLOADER_ERROR_16_WIDTH	Width is not 16 Pixel
GUILDMARK_UPLOADER_ERROR_64_WIDTH	Width is not 64 Pixel
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	Height is not 128 Pixel
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	The game does not support this picture.
GUILDMARK_UPLOADER_ERROR_PATH	Move the data into the folder metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	No picture file chosen.
GUILDVOTE_CHANGEMASTER	Cambiar de líder del gremio
GUILDVOTE_CHANGEMASTER_RESULT1	El gremio se ha transferido con éxito.
GUILDVOTE_CHANGEMASTER_RESULT2	Has recibido el gremio [%s].
GUILDVOTE_CHANGEMASTER_RESULT3	Transferencia del gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_RESULT4	La encuesta no es válida.
GUILDVOTE_CHANGEMASTER_RESULT5	Nuevo líder del gremio: %s
GUILDVOTE_CHANGEMASTER_TEXT1	¿Quieres entregar el gremio a [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	¿De verdad quieres renunciar al liderazgo del gremio?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Transferencia del gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_VOTETEXT2	¿Estás a favor de que se transfiera el gremio?
GUILDVOTE_MEMBEROUT	Expulsar miembro
GUILDVOTE_MEMBEROUT_AUTH	Te faltan derechos para hacer esto.
GUILDVOTE_MEMBEROUT_NOMAL	¿De verdad quieres expulsar al miembro?
GUILDVOTE_MEMBEROUT_RESULT1	Expulsión del miembro: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT3	Has sido expulsado del gremio [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT5	La encuesta no es válida.
GUILDVOTE_MEMBEROUT_TEXT1	¿De verdad quieres iniciar la encuesta contra [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Encuesta: ¿Expulsar a un miembro del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Encuesta: ¿Habría que expulsar a [%s] del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	En contra
GUILDVOTE_OK	A favor
GUILDVOTE_RESULT_AGGRE_MEMBER	Kabul eden: %d
GUILDVOTE_RESULT_ALL_MEMBER	Katýlýmcý: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Reddeden: %d
GUILDVOTE_RESULT_TIME	%d Gün %d Saat %d Dakika %d Saniye
GUILDVOTE_SELECT_ONE	Lütfen bir karakter seç.
GUILDWAR_ALL	Battles (B)
GUILDWAR_CTF_TITLE	Capture the Flag
GUILDWAR_DRAW	Draws (D)
GUILDWAR_GAINSCORE_FIFTY	50 points
GUILDWAR_GAINSCORE_HUNDRED	100 points
GUILDWAR_GAINSCORE_THIRTY	30 points
GUILDWAR_GAMETIME_SIXTY	60 minutes
GUILDWAR_GAMETIME_TEN	10 minutes
GUILDWAR_GAMETIME_THIRTY	30 minutes
GUILDWAR_INPUT_OTHERGUILD	Please enter opposing guild.
GUILDWAR_LADDER	Rank Points
GUILDWAR_LIMIT_MEMBER_FIVE	Minimum 5 participants.
GUILDWAR_LOSE	Losses (L)
GUILDWAR_NORMAL_TITLE	Field Battle
GUILDWAR_OVER_MEMBERCOUNT	You have reached the member limit.
GUILDWAR_QUESTION_LINE_1	The Guild %s  declared war on your Guild.
GUILDWAR_QUESTION_LINE_2	Do you accept? (%s)
GUILDWAR_RANKING	Rank
GUILDWAR_RECODE_ALL	%d B, %d W, %d L, %d D
GUILDWAR_SELECT_MEMBER_COUNT	Select the number of participants.
GUILDWAR_TYPE_DEFENSE	Shield Battle
GUILDWAR_TYPE_TIGER	Annihilation
GUILDWAR_TYPE_TIME	Time Attack
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Arena Battle
GUILDWAR_WIN	Wins (W)
GUILDWAR_WIN_FIVE	5 rounds
GUILDWAR_WIN_ONE	1 round
GUILDWAR_WIN_THREE	3 rounds
GUILDWINDOW_BUTTON_BANKGOLDINFO	Guild Warehouse Log
GUILDWINDOW_BUTTON_BASEABANDON	Abandon Guild Territory
GUILDWINDOW_BUTTON_BASEDEAL	Sell Guild Territory
GUILDWINDOW_BUTTON_BOARD	Guild Messages
GUILDWINDOW_BUTTON_CHANGEMASTER	Change Guild Leader
GUILDWINDOW_BUTTON_DECLARE	Declare War
GUILDWINDOW_BUTTON_DONATE	Donate
GUILDWINDOW_BUTTON_GOLDIN	Deposit
GUILDWINDOW_BUTTON_GOLDOUT	Withdrawal
GUILDWINDOW_BUTTON_GRADE	Manage Permissions
GUILDWINDOW_BUTTON_GUILDLIST	Guild List
GUILDWINDOW_BUTTON_HEALGSP	Restore Dragon God Power
GUILDWINDOW_BUTTON_INFO	Guild Information
GUILDWINDOW_BUTTON_LANDINFO	Territory Information
GUILDWINDOW_BUTTON_MARK	Upload Guild Symbol
GUILDWINDOW_BUTTON_MEMBER	Member
GUILDWINDOW_BUTTON_OFFER	Donate EXP
GUILDWINDOW_BUTTON_OUTMEMBER	Remove Member
GUILDWINDOW_BUTTON_SKILL	Guild Skills
GUILDWINDOW_BUTTON_SYMBOL	Upload Guild Flag
GUILDWINDOW_BUTTON_VOTECHECK	Check the survey
GUILDWINDOW_BUY_GUILD_LAND	Purchase Land
GUILDWINDOW_CHANGE_BLACKSMITH	Change Profession
GUILDWINDOW_CHANGE_OBJECT	Reconstruction
GUILDWINDOW_CHANGE_SMELTER	Change Smelter
GUILDWINDOW_CREATE_OBJECT	Construction
GUILDWINDOW_DEAL_GUILD_LAND	Sell Land
GUILDWINDOW_GRADE_BANK	May use guild bank and warehouse
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	May remove members from the guild
GUILDWINDOW_GRADE_GRADENAME	Rank Name
GUILDWINDOW_GRADE_GRADENUMBER	Rank Number
GUILDWINDOW_GRADE_GUILDWAR	May select members to participate as combatants
GUILDWINDOW_GRADE_INVITEAUTHORITY	May accept players into the guild
GUILDWINDOW_GRADE_NOTICEAUTHORITY	May compose guild messages
GUILDWINDOW_GRADE_SKILLAUTHORITY	May use guild skills
GUILDWINDOW_INFO_LEVEL5	+5% EXP to guild donations
GUILDWINDOW_INFO_LEVEL10	Increased max. member count
GUILDWINDOW_INFO_LEVEL15	Cost red.: Dragon God Power
GUILDWINDOW_INFO_LEVEL20	Bank: Tax exemption
GUILDWINDOW_LAND_TAX	Lease
GUILDWINDOW_LIST_ALL	All Kingdoms
GUILDWINDOW_LIST_ALREADY_REGISTER	[Guild] You have already applied.
GUILDWINDOW_LIST_APPLICANT_LIST	Application List
GUILDWINDOW_LIST_CHRACTER_JOB	Class
GUILDWINDOW_LIST_CHRACTER_LV	Level
GUILDWINDOW_LIST_CHRACTER_NAME	Character Name
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Subclass
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Member
GUILDWINDOW_LIST_GUILD_LIST	Guild List
GUILDWINDOW_LIST_GUILD_LV	Level
GUILDWINDOW_LIST_GUILD_NAME	Guild
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Guild] Please enter a guild name.
GUILDWINDOW_LIST_LADDER	Rank Points
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[Guild] This guild is not advertising.
GUILDWINDOW_LIST_PROMOTE_GUILD	Application
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Guild List
GUILDWINDOW_LIST_RANKING	Position
GUILDWINDOW_LIST_RANKING_COUNT	Position
GUILDWINDOW_LIST_REGISTER	Applications
GUILDWINDOW_LIST_REGISTER_GUILD	Apply to guild
GUILDWINDOW_LIST_SEARCH	Search
GUILDWINDOW_LIST_SELECT_GUILD	[Guild] Please select a guild to apply to.
GUILDWINDOW_PROMOTE_REFRESH	Advertise
GUILDWINDOW_PROMOTE_REGISTER	Advertise
GUILDWINDOW_SP_RECOVER	Dragon God Power
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Upgrade Altar
GUILDWINDOW_UPGRADE_GUILDBANK	Upgrade Bank
GUILD_ATTENDANCE_FAIL_ALREADY	You have already attended today.
GUILD_ATTENDANCE_FAIL_JOIN_TIME	You cannot attend now. Attendance is reset every day at 5:00 AM.
GUILD_BANKINFO_CLOSE	Close
GUILD_BANKINFO_NAME	Member
GUILD_BANKINFO_TYPE	Item/Currency
GUILD_BANKINFO_USETYPE	Action
GUILD_BANK_CLOSE	Close
GUILD_BANK_INFO	Guild Warehouse Log
GUILD_BOARD_ID	Member
GUILD_BOARD_TEXT	Message
GUILD_BUILDING_FIX_CHANGE	Do you really want to change the position?
GUILD_BUILDING_FIX_CHANGE_GOLD	Cost: 1,000,000 Yang
GUILD_BUILDING_FIX_DELETE	Do you really want to delete the object?
GUILD_BUILDING_FIX_NEED_BUILDING	No building present.
GUILD_BUILDING_GRADE	Rank
GUILD_BUILDING_NAME	guild name
GUILD_BUILDING_LOG_PLUS	Trunk+
GUILD_CANNOT_HEAL_GSP_ANYMORE	The Dragon Ghost Energy is already fully restored.
GUILD_COMMENT	Write
GUILD_CREATE_ERROR_INSULT_NAME	Guildname is not valid.
GUILD_DEFAULT_GRADE	Guild members
GUILD_DELETE	Delete
GUILD_DEPOSIT	Deposit
GUILD_DO_YOU_HEAL_GSP	Do you want to use %d Yang to restore %d units of Dragon Ghost?
GUILD_DO_YOU_JOIN	has invited you. Do you want to join the guild?
GUILD_DRAGONLAIR_MIN	min.
GUILD_DRAGONLAIR_PARTY_ALL	Overall Rankings
GUILD_EMPTY_AREA	Empty land
GUILD_ENEMY_GUILD_NAME	Guild name of the enemy
GUILD_FACILITY	Outbuilding
GUILD_GEM	Gem
GUILD_HEADQUARTER	Main Building
GUILD_HEAL_GSP	Restore Dragon ghost
GUILD_INFO_ENEMY_GUILD_EMPTY	None
GUILD_MARK_NOT_ENOUGH_LEVEL	Minimum level of 3 required
GUILD_MARK_UPLOAD_NOTICE	Please wait a moment so you can add guild logos.
GUILD_MEMBER_JOB	Class
GUILD_MEMBER_KNIGHT	Combatant
GUILD_MEMBER_LEVEL	Level
GUILD_MEMBER_NAME	Member
GUILD_MEMBER_RANK	Rank
GUILD_MEMBER_SPECIFIC_GRAVITY	Donated EXP
GUILD_NAME	Guild name
GUILD_NOT_ENOUGH_MATERIAL	Not enough building material for this building.
GUILD_NOT_ENOUGH_MONEY	Not enough Yang for this building.
GUILD_NO_NOTICE_PERMISSION	You do not have the rights to make an announcement.
GUILD_OBJECT	Objects
GUILD_OBJECT_POSSIBLE_NEWWORLD	This building is only available on the continent of Yohara.
GUILD_OFFER_EXP	Invest experience
GUILD_SELECT_ONE	Choose a guild member.
GUILD_SHORT_EXP	Not enough experience points.
GUILD_SITE_AUCTION_END_TIME	Territory Auction: %02d/%02d (month/day) at %02d:%02d
GUILD_SITE_AUCTION_END_TIME_DEFAULT	Territory auction: N/A
GUILD_SITE_AUCTION_INFO	Territory being offered: %s / %d,%d
GUILD_SITE_AUCTION_INFO_DEFAULT	Territory being offered: N/A
