AURA_BOOST_DRAIN_PER	Absorción adicional +%d%%
DETAILS_TOOLTIP_26	Resistencia contra la oscuridad: reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_27	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_28	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_29	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_3	Fuerza contra orcos: causa más daño a orcos.
DETAILS_TOOLTIP_30	Aumenta el daño que causas gracias al poder del relámpago.
DETAILS_TOOLTIP_31	Aumenta el daño que causas gracias al poder del hielo.
DETAILS_TOOLTIP_32	Aumenta el daño que causas gracias al poder de la oscuridad.
DETAILS_TOOLTIP_33	Aumenta el daño que causas gracias al poder del fuego.
DETAILS_TOOLTIP_34	Aumenta el daño que causas gracias al poder del viento.
DETAILS_TOOLTIP_35	Aumenta el daño que causas gracias al poder de la tierra.
DETAILS_TOOLTIP_36	Fuerza contra Guerreros: causa más daño a Guerreros.
DETAILS_TOOLTIP_37	Fuerza contra Ninjas: causa más daño a Ninjas.
DETAILS_TOOLTIP_38	Fuerza contra Suras: causa más daño a Suras.
DETAILS_TOOLTIP_39	Fuerza contra Chamanes: causa más daño a Chamanes.
DETAILS_TOOLTIP_4	Fuerza contra muertos vivientes: causa más daño a muertos vivientes.
DETAILS_TOOLTIP_40	Fuerza contra Lícanos: causa más daño a Lícanos.
DETAILS_TOOLTIP_41	Probabilidad de defensa contra ataques de Guerreros: reduce el daño que se sufre por parte de Guerreros.
DETAILS_TOOLTIP_42	Probabilidad de defensa contra ataques de Ninjas: reduce el daño que se sufre por parte de Ninjas.
DETAILS_TOOLTIP_43	Probabilidad de defensa contra ataques de Suras: reduce el daño que se sufre por parte de Suras.
DETAILS_TOOLTIP_44	Probabilidad de defensa contra ataques de Chamanes: reduce el daño que se sufre por parte de Chamanes.
DETAILS_TOOLTIP_45	Probabilidad de defensa contra ataques de Lícanos: reduce el daño que se sufre por parte de Lícanos.
DETAILS_TOOLTIP_46	Reduce el daño que causa una espada.
DETAILS_TOOLTIP_47	Reduce el daño que causa un arma a dos manos.
DETAILS_TOOLTIP_48	Reduce el daño que causa una daga.
DETAILS_TOOLTIP_49	Reduce el daño que causa una garra.
DETAILS_TOOLTIP_5	Fuerza contra monstruos: causa más daño a monstruos.
DETAILS_TOOLTIP_50	Reduce el daño que provoca una campana.
DETAILS_TOOLTIP_51	Reduce el daño que provoca un abanico.
DETAILS_TOOLTIP_52	Reduce el daño que provocan un arco y flechas.
DETAILS_TOOLTIP_53	Aumenta la probabilidad de hacer desmayar a un enemigo.
DETAILS_TOOLTIP_54	Aumenta la probabilidad de ralentizar a un enemigo.
DETAILS_TOOLTIP_55	Aumenta la probabilidad de envenenar a un enemigo.
DETAILS_TOOLTIP_56	Reduce el daño que provoca el veneno.
DETAILS_TOOLTIP_57	Aumenta la probabilidad de lograr un ataque de sangrado.
DETAILS_TOOLTIP_58	Resistencia a ataque de sangrado: reduce el daño que provoca un ataque de sangrado.
DETAILS_TOOLTIP_59	Absorbe HP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_6	Fuerte contra monstruos del zodíaco: causa más daño a monstruos del zodíaco.
DETAILS_TOOLTIP_80	Fuerza contra Piedras Metin: causa más daño a Piedras Metin.
DETAILS_TOOLTIP_81	Fuerza contra Jefes: causa más daño a Jefes
DETAILS_TOOLTIP_60	Absorbe SP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_61	Acelera la regeneración de tus puntos de vida.
DETAILS_TOOLTIP_62	Acelera la regeneración de tus puntos de maná.
DETAILS_TOOLTIP_63	Probabilidad de bloquear un ataque cuerpo a cuerpo: aumenta la probabilidad de evadir un ataque cuerpo a cuerpo.
DETAILS_TOOLTIP_64	Probabilidad de evitar flechas: aumenta la probabilidad de evadir el ataque con flechas o a distancia de un monstruo.
DETAILS_TOOLTIP_65	Probabilidad de reflectar golpes cuerpo a cuerpo: se devuelve una parte del daño cuerpo a cuerpo al enemigo.
DETAILS_TOOLTIP_66	Restauración de HP al matar: cuando matas a un enemigo, aumentan tus puntos de vida.
DETAILS_TOOLTIP_67	Restauración de SP al matar: cuando matas a un enemigo, aumentan tus puntos de maná.
DETAILS_TOOLTIP_68	Probabilidad de obtener experiencia doble: aumenta la probabilidad de conseguir una bonificación de EXP cuando derrotas a tu enemigo.
DETAILS_TOOLTIP_69	Probabilidad de obtener el doble de Yang: aumenta tu probabilidad de recibir la cantidad doble de maná.
DETAILS_TOOLTIP_7	Fuerza contra animales: causa más daño a animales salvajes.
DETAILS_TOOLTIP_70	Probabilidad de obtener objetos: aumenta la probabilidad de conseguir el doble de objetos.
DETAILS_TOOLTIP_71	Aumenta tu valor de ataque.
DETAILS_TOOLTIP_72	Aumenta tu valor de defensa.
DETAILS_TOOLTIP_73	Incrementa la ganancia de experiencia.
DETAILS_TOOLTIP_74	Probabilidad de botín de objetos: aumenta la probabilidad de conseguir objetos.
DETAILS_TOOLTIP_75	Probabilidad de botín de Yang: aumenta tu probabilidad de conseguir más Yang.
DETAILS_TOOLTIP_76	Reduce el daño que sufres por un ataque mágico.
DETAILS_TOOLTIP_77	Reduce la resistencia a magia de tu enemigo.
DETAILS_TOOLTIP_8	Fuerza contra esotéricos: causa más daño a esotéricos.
DETAILS_TOOLTIP_9	Fuerza contra demonios: causa más daño a demonios.
DETAILS_TOOLTIP_ATTBONUS_BELL	Fractura de defensa de campana: reduce la defensa de campana de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_BOW	Fractura de defensa de flecha: reduce la defensa de flecha de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_CLAW	Fractura de defensa de garra: reduce la defensa de garra de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_DAGGER	Fractura de defensa de daga: reduce la defensa de daga de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_FAN	Fractura de defensa de abanico: reduce la defensa de abanico de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_SWORD	Fractura de defensa de espada: reduce la defensa de espada de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_TWOHAND	Fractura de defensa de arma a dos manos: reduce la defensa de arma a dos manos de tu enemigo.
DETAILS_TOOLTIP_RESIST_MOUNT_FALL	Resistencia contra caída: reduce la probabilidad de que caigas de tu montura.
DONT_USE_ITEM_WHEN_SHOW_CONFIRM	Vous ne pouvez pas déplacer d'objets pendant une requête.
DO_YOU_BUY_ITEM1	Voulez-vous acheter %s pour %s Yangs ?
DO_YOU_BUY_ITEM2	Voulez-vous acheter %s (%s unités) pour %s Yangs ?
DO_YOU_BUY_ITEM3	Souhaitez-vous acheter %s pour %s Wons et %s Yangs ?
DO_YOU_BUY_ITEM4	Souhaitez-vous acheter %s (%s unités) pour %s Wons et %s Yangs ?
DO_YOU_DROP_MONEY	Voulez-vous abandonner %d Yangs ?
DO_YOU_SELL_ITEM1	Voulez-vous vendre %s pour %s Yangs ?
DO_YOU_SELL_ITEM2	Voulez-vous vendre %s (%s unités) pour %s Yangs ?
DRAGON_SOUL_CANNOT_REFINE	Vous ne pouvez pas raffiner cette pierre-dragon.
DRAGON_SOUL_CANNOT_REFINE_MORE	Dieser Drachenstein hat die höchste Stufe bereits erreicht.
DRAGON_SOUL_EQUIP_WARNING1	Es ist schwierig, einen Drachenstein wieder zu entfernen.
DRAGON_SOUL_EQUIP_WARNING2	Möchtest du dennoch fortfahren?
DRAGON_SOUL_EXPIRED	Abgelaufener Drachenstein
DRAGON_SOUL_INVALID_DRAGON_SOUL	Das ist der falsche Drachenstein.
DRAGON_SOUL_IS_NOT_DRAGON_SOUL	Das ist kein Drachenstein.
DRAGON_SOUL_NOT_DRAGON_SOUL_REFINE_STONE	Das ist nicht der richtige Drachenstein.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL	Du hast nicht genug Material zum Veredeln.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL2	Für deinen %s\n benötigst du: %s %dx
DRAGON_SOUL_NOT_ENOUGH_MONEY	Du hast nicht genug Yang, um den Bonus zu ändern.
DRAGON_SOUL_NOT_MATCHED_SLOT	Der Drachenstein passt nicht in diesen Slot.
DRAGON_SOUL_STEP_LEVEL1	Reinheit: matt,
DRAGON_SOUL_STEP_LEVEL2	Reinheit: klar,
DRAGON_SOUL_STEP_LEVEL3	Reinheit: lupenrein,
DRAGON_SOUL_STEP_LEVEL4	Reinheit: brillant,
DRAGON_SOUL_STEP_LEVEL5	Reinheit: exzellent,
DRAGON_SOUL_STRENGTH	Stufe: +%d	SA
DRAGON_SOUL_UNEQUIP_WARNING1	Der Drachenstein könnte dabei zerstört werden.
DRAGON_SOUL_UNEQUIP_WARNING2	Möchtest du dennoch fortfahren?
DRAGON_SOUL_UNMATCHED_SLOT	Das ist der falsche Slot.
DRAGON_SOUL_UNQUALIFIED	Du kannst die Drachensteinalchemie noch nicht anwenden.
DROP_ITEM_FAILURE_EQUIP_ITEM	Du kannst keine ausgerüsteten Gegenstände fallen lassen.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Du kannst keine Gegenstände fallen lassen, solange du einen privaten Laden geöffnet hast.
DROP_MONEY_FAILURE_1000_OVER	Du kannst nur maximal 999 Yang fallen lassen.
EMOTION_ANGRY	Contrarié
EMOTION_ATTRACTIVE	Séduction
EMOTION_BANTER	Moqueur
EMOTION_CHEERS_1	Jubilation 1
EMOTION_CHEERS_2	Jubilation 2
EMOTION_CHEERUP	Jubilation
EMOTION_CHOOSE_ONE	Choisissez une cible.
EMOTION_CLAP	Applaudissements
EMOTION_CLAP_KISS	Bise
EMOTION_CONGRATULATION	Approbation
EMOTION_DANCE_1	Danse 1
EMOTION_DANCE_2	Danse 2
EMOTION_DANCE_3	Danse 3
EMOTION_DANCE_4	Danse 4
EMOTION_DANCE_5	Danse 5
EMOTION_DANCE_6	Gumsan Style
EMOTION_FORGIVE	Affetme
EMOTION_FRENCH_KISS	Beso Francés
EMOTION_JOY	Alegría
EMOTION_SAD	Tristeza
EMOTION_SHY	Rejeitar
EMOTION_SIREN	Sirene
EMOTION_SLAP	Golpe
EMPIRE_A	Reino Shinsoo
EMPIRE_B	Reino Chunjo
EMPIRE_C	Reino Jinno
TOOLTIP_DS_SET	DSS-Set-Effekt	SNA
EMPIRE_SELECT	Seleccione
EMPIRE_SELECT_MODE	Königreich auswählen
EMOTION_PUSH_UP	Flexiones
EMOTION_DANCE_7	Danza 7
EMOTION_EXERCISE	Calentar
EMOTION_DOZE	Sueño
EMOTION_SELFIE	Selfie
EMOTION_CHARGING	Bateria
EMOTION_NOSAY	Sin palabras
EMOTION_WEATHER_1	Sol
EMOTION_WEATHER_2	Arco Iris
EMOTION_WEATHER_3	Luna
EMOTION_HUNGRY	Hambre
EMOTION_ALCOHOL	Salud
EMOTION_CALL	Llamada
EMOTION_CELEBRATION	Fiesta
EMOTION_LETTER	Carte de amor
EMOTION_BUSY	Estres
EMOTION_WHIRL	Confuz
EMOJI_CHARACTER_STATS_ADD	|Eemoji/key_ctrl|e + |Eemoji/key_lclick|e - Hinzufügen x10
CHARACTER_CREATE_MALE	Erkek
CHARACTER_CREATE_FEMALE	Kadýn
CHARACTER_CREATE_APPEARANCE1	Görünüm 1
CHARACTER_CREATE_APPEARANCE2	Görünüm 2
INTRO_SELECT_LEVEL	Lv. %d
EXCHANGE_CANNOT_GIVE	Dieser Gegenstand kann nicht gehandelt werden.
EXCHANGE_CANT_EDIT_MONEY	Du kannst den Betrag jetzt nicht ändern.
EXCHANGE_FAILURE_EQUIP_ITEM	Du kannst ausgerüstete Gegenstände nicht austauschen.
EXCHANGE_MONEY	Betrag
EXCHANGE_TITLE	Mit %s (%d) handeln
EXINVEN_USE_ITEM_FAIL_FALL_SHORT	Du benötigst noch %d Inventarerweiterung(en).
EXINVEN_USE_ITEM_FAIL_FOURTH_PAGE_STAGE_MAX	Dein Inventar hat bereits die maximale Anzahl an Erweiterungen erreicht.
EXINVEN_USE_ITEM_QUESTION	Möchtest du dein Inventar mit %d Inventarerweiterungen vergrößern?
FISHING_FAILURE	Du hast den Fischköder verloren.
FISHING_NOTIFY1	Es sieht aus, als hätte %s angebissen.
FISHING_NOTIFY2	Es sieht aus, als hinge %s am Haken.
FISHING_RENEWAL_CANNOT_EMOTION	Du kannst keine Emotionen verwenden, während du angelst.
FISHING_RENEWAL_CANNOT_OPEN_1	Du kannst es nicht öffnen, während du angelst.
FISHING_RENEWAL_CANNOT_OPEN_2	Du kannst diese Aktion nicht ausführen, während du angelst.
FISHING_RENEWAL_QUESTION	Ein Fisch hat angebissen. Möchtest du ihn fangen?
FISHING_RENEWAL_TIMEOUT	Du hast zu lange gezögert. Der Fisch ist entwischt.
FISHING_SUCCESS1	Du hast %s gefangen!
FISHING_SUCCESS2	Du hast %s aus dem Wasser gezogen!
FISHING_UNKNOWN	Etwas hat angebissen, aber du kannst nicht erkennen, was es ist.
FISHING_WRONG_PLACE	Du kannst hier nicht fischen.
FLOWER_EVENT_USE_ITEM_TEXT1	Möchtest du den aktivierten Effekt ersetzen?
FLOWER_EVENT_USE_ITEM_TEXT2	Versuch kann fehlschlagen, die Blume verwelkt dabei.
FOR_FEMALE	Für Frauen
FOR_MALE	Für Männer
FRAGMENT_COMB_COST	Kombinationskosten: %s
GAME_CANNOT_MINING	Du kannst kein Erz abbauen, während du reitest.
GAME_CANNOT_PICK_ITEM	Du kannst den Gegenstand nicht einsammeln, da er nicht von dir erbeutet wurde.
GAME_GUILDWAR_NOW_JOIN	Möchtest du dem Gildenkrieg beitreten?
GAME_INIT_ERROR_CURSOR	Mauszeiger konnte nicht erstellt werden.
GAME_INIT_ERROR_DIRECTX	DirectX 8.1 muss installiert sein, damit das Spiel ausgeführt werden kann.\nInstalliere DirectX 8.1 oder höher.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	Kein Grafikgerät für das Ausführen des Spiels gefunden. \nÜberprüfe, ob deine VGA-Karte korrekt installiert ist.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Grafikgerät konnte nicht erstellt werden.\nÜberprüfe, ob du über eine VGA-Karte verfügst.\nAlternativ kannst du die Hardware-Beschleunigung aktivieren.\n(Setze die Hardware-Beschleunigung auf Maximum \nSystemsteuerung->Anzeige->Einstellungen->Erweitert->Registerkarte Problembehandlung)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	Die Grafikkarte des PCs unterstützt keinen Fenstermodus im 32bit-Modus.\nWechsel zum 16bit-Modus oder verwende den Vollbildmodus.
GAME_INIT_ERROR_ITEM_PROTO	Keine Gegenstandsdaten vorhanden.\nInstalliere das Spiel neu.
GAME_INIT_ERROR_MAIN_WINDOW	Hauptfenster konnte nicht erstellt werden.
GAME_INIT_ERROR_MOB_PROTO	Keine Monsterdaten vorhanden.\nInstalliere das Spiel neu.
GAME_INIT_ERROR_NETWORK	Netzwerkgerät konnte nicht erstellt werden.\nÜberprüfe die Internet-Verbindung.
GAME_PICK_MONEY	Du hast %d Yang erhalten.
GUILDBANK_CLEARBANK	Achtung: Das Gildenlager muss geleert sein!
GUILDBANK_DONT_MONEY_OUT	Du hast kein Yang in der Gildenbank!
GUILDBANK_GOLD_IN	Einzahlung
GUILDBANK_GOLD_OUT	Auszahlung
GUILDBANK_ITEM_IN	Einlagern
GUILDBANK_ITEM_OUT	Auslagern
GUILDBANK_MONEYIN	Yang einzahlen
GUILDBANK_MONEYOUT	Yang auszahlen
GUILDBANK_NOTUSE	Dir fehlen die Rechte dazu.
GUILDBANK_NOT_ENOUGH_MONEY	Du hast nicht so viel Yang zum Einzahlen.
GUILDBANK_OVER_INCOME	Kontolimit erreicht.
GUILDBANK_OVER_MONEY	Das Gildenkonto ist voll.
GUILDLAND_ABANDON	Gildenland aufgeben
GUILDLAND_ABANDON_TEXT1	Willst du das Gildenland aufgeben?
GUILDLAND_ABANDON_VOTE_RESULT1	Se ha abandonado el terreno del gremio [%s].
GUILDLAND_ABANDON_VOTE_RESULT2	Se ha abandonado el terreno del gremio.
GUILDLAND_ABANDON_VOTE_RESULT3	Resultado de la encuesta:
GUILDLAND_ABANDON_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_ABANDON_VOTE_TEXT	¿De verdad quieres iniciar la encuesta?
GUILDLAND_ABANDON_VOTE_TEXT1	¿Estás a favor de abandonar el terreno del gremio?
GUILDLAND_ACCEPT	Ja
GUILDLAND_DEAL	Vender terreno del gremio
GUILDLAND_DEAL_TEXT1	El gremio [%s] desea vender su
GUILDLAND_DEAL_TEXT2	terreno por [%s] Yang.
GUILDLAND_DEAL_TEXT3	¿Aceptas la oferta?
GUILDLAND_DELA_VOTE	El gremio [%s] quiere comprar nuestro terreno del gremio.
GUILDLAND_DELA_VOTE_RESULT1	Venta de terreno al gremio [%s]
GUILDLAND_DELA_VOTE_RESULT2	La encuesta ha finalizado.
GUILDLAND_DELA_VOTE_RESULT3	Resultado de la encuesta sobre venta de terreno:
GUILDLAND_DELA_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_DELA_VOTE_TEXT	¿A qué gremio quieres venderle tu terreno?
GUILDLAND_DELA_VOTE_TEXT1	¿Estás a favor de vender el terreno del gremio?
GUILDLAND_DONTHAVE_LAND	Du besitzt kein Gildenland.
GUILDLAND_NOT	Nein
GUILDLAND_VOTE_TEXT	¿Quieres darle el terreno a [%s]?
GUILDLIST_APPLICANT	Möchtest du dich bewerben?
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	Höhe beträgt nicht 12 Pixel
GUILDMARK_UPLOADER_ERROR_16_WIDTH	Breite beträgt nicht 16 Pixel
GUILDMARK_UPLOADER_ERROR_64_WIDTH	Breite beträgt nicht 64 Pixel
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	Höhe beträgt nicht 128 Pixel
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Das Spiel unterstützt dieses Bild nicht.
GUILDMARK_UPLOADER_ERROR_PATH	Verschiebe die Dateien in den Ordner metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	Keine Bilddatei ausgewählt.
GUILDVOTE_CHANGEMASTER	Cambiar de líder del gremio
GUILDVOTE_CHANGEMASTER_RESULT1	El gremio se ha transferido con éxito.
GUILDVOTE_CHANGEMASTER_RESULT2	Has recibido el gremio [%s].
GUILDVOTE_CHANGEMASTER_RESULT3	Transferencia del gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_RESULT4	La encuesta no es válida.
GUILDVOTE_CHANGEMASTER_RESULT5	Nuevo líder del gremio: %s
GUILDVOTE_CHANGEMASTER_TEXT1	¿Quieres entregar el gremio a [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	¿De verdad quieres renunciar al liderazgo del gremio?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Transferencia del gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_VOTETEXT2	¿Estás a favor de que se transfiera el gremio?
GUILDVOTE_MEMBEROUT	Expulsar miembro
GUILDVOTE_MEMBEROUT_AUTH	Te faltan derechos para hacer esto.
GUILDVOTE_MEMBEROUT_NOMAL	¿De verdad quieres expulsar al miembro?
GUILDVOTE_MEMBEROUT_RESULT1	Expulsión del miembro: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT3	Has sido expulsado del gremio [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT5	La encuesta no es válida.
GUILDVOTE_MEMBEROUT_TEXT1	¿De verdad quieres iniciar la encuesta contra [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Encuesta: ¿Expulsar a un miembro del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Encuesta: ¿Habría que expulsar a [%s] del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	En contra
GUILDVOTE_OK	A favor
GUILDVOTE_RESULT_AGGRE_MEMBER	Kabul eden: %d
GUILDVOTE_RESULT_ALL_MEMBER	Katýlýmcý: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Reddeden: %d
GUILDVOTE_RESULT_TIME	%d Gün %d Saat %d Dakika %d Saniye
GUILDVOTE_SELECT_ONE	Lütfen bir karakter seç.
GUILDWAR_ALL	Kämpfe (K)
GUILDWAR_CTF_TITLE	Flaggenkampf
GUILDWAR_DRAW	Unentschieden (U)
GUILDWAR_GAINSCORE_FIFTY	50 Punkte
GUILDWAR_GAINSCORE_HUNDRED	100 Punkte
GUILDWAR_GAINSCORE_THIRTY	30 Punkte
GUILDWAR_GAMETIME_SIXTY	60 Minuten
GUILDWAR_GAMETIME_TEN	10 Minuten
GUILDWAR_GAMETIME_THIRTY	30 Minuten
GUILDWAR_INPUT_OTHERGUILD	Bitte gegnerische Gilde eintragen.
GUILDWAR_LADDER	Rangpunkte
GUILDWAR_LIMIT_MEMBER_FIVE	Mindestanzahl der Teilnehmer beträgt 5.
GUILDWAR_LOSE	Niederlagen (N)
GUILDWAR_NORMAL_TITLE	Feldschlacht
GUILDWAR_OVER_MEMBERCOUNT	Du hast das Mitgliederlimit erreicht.
GUILDWAR_QUESTION_LINE_1	Die Gilde %s hat deiner Gilde den Krieg erklärt.
GUILDWAR_QUESTION_LINE_2	Nimmst du an? (%s)
GUILDWAR_RANKING	Rang
GUILDWAR_RECODE_ALL	%d K, %d S, %d N, %d U
GUILDWAR_SELECT_MEMBER_COUNT	Wähle die Anzahl der Teilnehmer.
GUILDWAR_TYPE_DEFENSE	Schildkampf
GUILDWAR_TYPE_TIGER	Vernichtungskampf
GUILDWAR_TYPE_TIME	Zeitangriff
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Arenakampf
GUILDWAR_WIN	Siege (S)
GUILDWAR_WIN_FIVE	Fünf Runden
GUILDWAR_WIN_ONE	Eine Runde
GUILDWAR_WIN_THREE	Drei Runden
GUILDWINDOW_BUTTON_BANKGOLDINFO	Gildenlager-Log
GUILDWINDOW_BUTTON_BASEABANDON	Gildenland aufgeben
GUILDWINDOW_BUTTON_BASEDEAL	Gildenland verkaufen
GUILDWINDOW_BUTTON_BOARD	Gildennotizen
GUILDWINDOW_BUTTON_CHANGEMASTER	Gildenleiter wechseln
GUILDWINDOW_BUTTON_DECLARE	Kriegserklärung
GUILDWINDOW_BUTTON_DONATE	Spende
GUILDWINDOW_BUTTON_GOLDIN	Einzahlung
GUILDWINDOW_BUTTON_GOLDOUT	Auszahlung
GUILDWINDOW_BUTTON_GRADE	Rechteverwaltung
GUILDWINDOW_BUTTON_GUILDLIST	Gildenliste
GUILDWINDOW_BUTTON_HEALGSP	Drachenmacht wiederherstellen
GUILDWINDOW_BUTTON_INFO	Gildeninformationen
GUILDWINDOW_BUTTON_LANDINFO	Landinformationen
GUILDWINDOW_BUTTON_MARK	Gildenzeichen hochladen
GUILDWINDOW_BUTTON_MEMBER	Mitglieder
GUILDWINDOW_BUTTON_OFFER	EXP spenden
GUILDWINDOW_BUTTON_OUTMEMBER	Mitglied entfernen
GUILDWINDOW_BUTTON_SKILL	Gildenfertigkeiten
GUILDWINDOW_BUTTON_SYMBOL	Gildenflagge hochladen
GUILDWINDOW_BUTTON_VOTECHECK	Überprüfen Sie die Umfrage
GUILDWINDOW_BUY_GUILD_LAND	Landkauf
GUILDWINDOW_CHANGE_BLACKSMITH	Profession ändern
GUILDWINDOW_CHANGE_OBJECT	Umbau
GUILDWINDOW_CHANGE_SMELTER	Ofen-Umbau
GUILDWINDOW_CREATE_OBJECT	Gebäudebau
GUILDWINDOW_DEAL_GUILD_LAND	Landverkauf
GUILDWINDOW_GRADE_BANK	Darf die Gildenbank und das Gildenlager nutzen
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Darf Mitglieder aus der Gilde entfernen
GUILDWINDOW_GRADE_GRADENAME	Rangname
GUILDWINDOW_GRADE_GRADENUMBER	Rangnummer
GUILDWINDOW_GRADE_GUILDWAR	Darf Mitglieder auswählen, die als Kämpfer teilnehmen können
GUILDWINDOW_GRADE_INVITEAUTHORITY	Darf Spieler in die Gilde aufnehmen
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Darf Gildennotizen anpinnen
GUILDWINDOW_GRADE_SKILLAUTHORITY	Darf Gildenfertigkeiten nutzen
GUILDWINDOW_INFO_LEVEL5	+5% EXP auf Gildenspende
GUILDWINDOW_INFO_LEVEL10	Erhöht max. Mitgliederzahl
GUILDWINDOW_INFO_LEVEL15	Preisnachlass: Drachenmacht
GUILDWINDOW_INFO_LEVEL20	Bank: Steuerbefreiung
GUILDWINDOW_LAND_TAX	Pacht
GUILDWINDOW_LIST_ALL	Alle Reiche
GUILDWINDOW_LIST_ALREADY_REGISTER	[Gilde] Du hast dich bereits beworben.
GUILDWINDOW_LIST_APPLICANT_LIST	Bewerberliste
GUILDWINDOW_LIST_CHRACTER_JOB	Klasse
GUILDWINDOW_LIST_CHRACTER_LV	Level
GUILDWINDOW_LIST_CHRACTER_NAME	Charaktername
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Lehre
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Mitglieder
GUILDWINDOW_LIST_GUILD_LIST	Gildenliste
GUILDWINDOW_LIST_GUILD_LV	Level
GUILDWINDOW_LIST_GUILD_NAME	Gilde
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Gilde] Bitte gib einen Gildennamen ein.
GUILDWINDOW_LIST_LADDER	Rangpunkte
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[Gilde] Diese Gilde hat keine Ausschreibung.
GUILDWINDOW_LIST_PROMOTE_GUILD	Bewerbung
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Gildenliste
GUILDWINDOW_LIST_RANKING	Position
GUILDWINDOW_LIST_RANKING_COUNT	Position
GUILDWINDOW_LIST_REGISTER	Bewerbungen
GUILDWINDOW_LIST_REGISTER_GUILD	Bei Gilde bewerben
GUILDWINDOW_LIST_SEARCH	Suchen
GUILDWINDOW_LIST_SELECT_GUILD	[Gilde] Bitte wähle eine Gilde, um dich zu bewerben.
GUILDWINDOW_PROMOTE_REFRESH	Werbung
GUILDWINDOW_PROMOTE_REGISTER	Werbung
GUILDWINDOW_SP_RECOVER	Drachenmacht
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Altar-Ausbau
GUILDWINDOW_UPGRADE_GUILDBANK	Bank-Ausbau
GUILD_ATTENDANCE_FAIL_ALREADY	Du hast heute bereits teilgenommen.
GUILD_ATTENDANCE_FAIL_JOIN_TIME	Du kannst jetzt nicht teilnehmen. Die Teilnahme wird immer um 5:00 Uhr zurückgesetzt.
GUILD_BANKINFO_CLOSE	Schließen
GUILD_BANKINFO_NAME	Mitglied
GUILD_BANKINFO_TYPE	Gegenstand/Währung
GUILD_BANKINFO_USETYPE	Aktion
GUILD_BANK_CLOSE	Schließen
GUILD_BANK_INFO	Gildenlager-Log
GUILD_BOARD_ID	Mitglied
GUILD_BOARD_TEXT	Nachricht
GUILD_BUILDING_FIX_CHANGE	Möchtest du die Position wirklich verändern?
GUILD_BUILDING_FIX_CHANGE_GOLD	Kosten: 1.000.000 Yang
GUILD_BUILDING_FIX_DELETE	Möchtest du das Objekt wirklich löschen?
GUILD_BUILDING_FIX_NEED_BUILDING	Kein Gebäude vorhanden.
GUILD_BUILDING_GRADE	Rang
